"interview__key","y5_hhid","sourceid","ag12a_01_1","ag12a_01_2","ag12a_01_3","ag12a_01_4","ag12a_01_5","ag12a_01_6","ag12a_01_7","ag12a_01_8","ag12a_02","ag12a_03_1","ag12a_03_2","ag12a_03_3","ag12a_03_4","ag12a_04","ag12a_05","ag12a_06","ag12a_07"
"63-23-37-67","2888-001-04",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-21-43-64","2892-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-21-43-64","2892-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-21-43-64","2892-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-21-43-64","2892-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-21-43-64","2892-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-79-15-05","2892-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-79-15-05","2892-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-79-15-05","2892-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-79-15-05","2892-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"30-79-15-05","2892-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-02-57-30","2900-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-02-57-30","2900-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-02-57-30","2900-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-02-57-30","2900-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-02-57-30","2900-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-84-43-78","2901-001-01",1,1,2,2,2,2,2,2,2,1,1,,,,1,2,,2
"11-84-43-78","2901-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-84-43-78","2901-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-84-43-78","2901-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-84-43-78","2901-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-67-69-89","2902-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-67-69-89","2902-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-67-69-89","2902-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-67-69-89","2902-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"84-67-69-89","2902-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-64-34-58","2903-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-64-34-58","2903-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-64-34-58","2903-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-64-34-58","2903-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-64-34-58","2903-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-74-34-22","2904-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-74-34-22","2904-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-74-34-22","2904-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-74-34-22","2904-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"66-74-34-22","2904-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-99-60-94","2905-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-99-60-94","2905-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-99-60-94","2905-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-99-60-94","2905-001-01",4,2,2,2,2,,2,2,2,2,,,,,,,,
"45-99-60-94","2905-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"78-96-68-72","2906-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"78-96-68-72","2906-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"78-96-68-72","2906-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"78-96-68-72","2906-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"78-96-68-72","2906-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"17-19-40-21","2907-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"17-19-40-21","2907-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"17-19-40-21","2907-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"17-19-40-21","2907-001-01",4,1,2,2,2,2,2,2,2,1,1,2,,,2,2,,0
"17-19-40-21","2907-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"79-65-91-28","2907-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"79-65-91-28","2907-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"79-65-91-28","2907-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"79-65-91-28","2907-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"79-65-91-28","2907-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-59-87-53","2919-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-59-87-53","2919-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-59-87-53","2919-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-59-87-53","2919-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-59-87-53","2919-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-20-76-34","2920-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-20-76-34","2920-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-20-76-34","2920-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-20-76-34","2920-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-20-76-34","2920-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-14-02-37","2921-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-14-02-37","2921-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-14-02-37","2921-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-14-02-37","2921-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-14-02-37","2921-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-83-60-83","2921-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-83-60-83","2921-001-02",2,1,2,2,2,2,2,2,2,1,1,,,,1,2,,1
"03-83-60-83","2921-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-83-60-83","2921-001-02",4,2,2,2,,,,,,2,,,,,,,,
"03-83-60-83","2921-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"19-67-82-36","2921-001-08",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"19-67-82-36","2921-001-08",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"19-67-82-36","2921-001-08",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"19-67-82-36","2921-001-08",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"19-67-82-36","2921-001-08",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-45-76-62","2922-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-45-76-62","2922-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-45-76-62","2922-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-45-76-62","2922-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-45-76-62","2922-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-25-98-64","2923-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-25-98-64","2923-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-25-98-64","2923-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-25-98-64","2923-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-25-98-64","2923-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"77-63-97-98","2924-001-02",1,1,2,2,2,2,2,2,2,1,3,,,,1,2,,0
"77-63-97-98","2924-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"77-63-97-98","2924-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"77-63-97-98","2924-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"77-63-97-98","2924-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"75-26-16-45","2925-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"75-26-16-45","2925-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"75-26-16-45","2925-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"75-26-16-45","2925-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"75-26-16-45","2925-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-82-32-10","2925-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-82-32-10","2925-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-82-32-10","2925-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-82-32-10","2925-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"03-82-32-10","2925-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-73-88-65","2926-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-73-88-65","2926-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-73-88-65","2926-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-73-88-65","2926-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-73-88-65","2926-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-70-62-32","2938-001-01",1,2,2,2,2,2,2,2,1,1,1,,,,1,1,30000,1
"49-70-62-32","2938-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-70-62-32","2938-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-70-62-32","2938-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-70-62-32","2938-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-72-24-88","2938-001-08",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-72-24-88","2938-001-08",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-72-24-88","2938-001-08",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-72-24-88","2938-001-08",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-72-24-88","2938-001-08",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-16-58-29","2939-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-16-58-29","2939-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-16-58-29","2939-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-16-58-29","2939-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-16-58-29","2939-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-14-97-26","2940-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-14-97-26","2940-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-14-97-26","2940-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-14-97-26","2940-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-14-97-26","2940-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-28-39-31","2941-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-28-39-31","2941-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-28-39-31","2941-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-28-39-31","2941-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-28-39-31","2941-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-79-10-16","2943-001-01",1,1,1,2,2,2,2,2,1,1,1,,,,1,2,,10
"10-79-10-16","2943-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-79-10-16","2943-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-79-10-16","2943-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-79-10-16","2943-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-60-86-39","2943-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-60-86-39","2943-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-60-86-39","2943-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-60-86-39","2943-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"13-60-86-39","2943-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-91-66-39","2943-001-04",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-91-66-39","2943-001-04",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-91-66-39","2943-001-04",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-91-66-39","2943-001-04",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-91-66-39","2943-001-04",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"52-53-44-12","2944-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"52-53-44-12","2944-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"52-53-44-12","2944-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"52-53-44-12","2944-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"52-53-44-12","2944-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-72-48-23","2945-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-72-48-23","2945-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-72-48-23","2945-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-72-48-23","2945-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-72-48-23","2945-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-79-41-80","2957-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-79-41-80","2957-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-79-41-80","2957-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-79-41-80","2957-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"91-79-41-80","2957-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-10-51-60","2958-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-10-51-60","2958-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-10-51-60","2958-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-10-51-60","2958-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-10-51-60","2958-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-65-51-49","2959-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-65-51-49","2959-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-65-51-49","2959-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-65-51-49","2959-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-65-51-49","2959-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-70-67-06","2960-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-70-67-06","2960-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-70-67-06","2960-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-70-67-06","2960-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-70-67-06","2960-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"71-25-33-16","2961-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"71-25-33-16","2961-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"71-25-33-16","2961-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"71-25-33-16","2961-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"71-25-33-16","2961-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"81-26-65-30","2961-001-04",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"81-26-65-30","2961-001-04",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"81-26-65-30","2961-001-04",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"81-26-65-30","2961-001-04",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"81-26-65-30","2961-001-04",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-75-87-74","2962-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-75-87-74","2962-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-75-87-74","2962-001-01",3,1,2,2,2,2,2,2,2,1,1,,,,1,2,,0
"67-75-87-74","2962-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-75-87-74","2962-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"08-98-55-43","2963-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"08-98-55-43","2963-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"08-98-55-43","2963-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"08-98-55-43","2963-001-01",4,2,2,2,2,2,2,2,,2,,,,,,,,
"08-98-55-43","2963-001-01",5,2,2,2,2,2,2,2,,2,,,,,,,,
"89-30-02-67","2964-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-30-02-67","2964-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-30-02-67","2964-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-30-02-67","2964-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-30-02-67","2964-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-63-47-36","2981-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-63-47-36","2981-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-63-47-36","2981-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-63-47-36","2981-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-63-47-36","2981-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-82-34-68","2981-001-04",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-82-34-68","2981-001-04",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-82-34-68","2981-001-04",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-82-34-68","2981-001-04",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-82-34-68","2981-001-04",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-25-36-67","2983-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-25-36-67","2983-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-25-36-67","2983-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-25-36-67","2983-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-25-36-67","2983-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-33-69-39","2996-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-33-69-39","2996-001-02",2,2,2,2,2,2,2,2,,2,,,,,,,,
"88-33-69-39","2996-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-33-69-39","2996-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-33-69-39","2996-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-02-33-60","2997-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-02-33-60","2997-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-02-33-60","2997-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-02-33-60","2997-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-02-33-60","2997-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-70-95-26","2999-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-70-95-26","2999-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-70-95-26","2999-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-70-95-26","2999-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-70-95-26","2999-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-30-53-57","3000-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-30-53-57","3000-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-30-53-57","3000-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-30-53-57","3000-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"47-30-53-57","3000-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-36-48-49","3001-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-36-48-49","3001-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-36-48-49","3001-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-36-48-49","3001-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-36-48-49","3001-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-72-09-77","3015-001-01",1,1,1,1,2,2,2,2,2,1,1,,,,1,2,,4
"49-72-09-77","3015-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-72-09-77","3015-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-72-09-77","3015-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-72-09-77","3015-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-00-94-62","3016-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-00-94-62","3016-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-00-94-62","3016-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-00-94-62","3016-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-00-94-62","3016-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"36-05-18-27","3019-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"36-05-18-27","3019-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"36-05-18-27","3019-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"36-05-18-27","3019-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"36-05-18-27","3019-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-87-97-82","3020-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-87-97-82","3020-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-87-97-82","3020-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-87-97-82","3020-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"90-87-97-82","3020-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-98-16-42","3020-001-04",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-98-16-42","3020-001-04",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-98-16-42","3020-001-04",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-98-16-42","3020-001-04",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"99-98-16-42","3020-001-04",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"76-23-29-95","3022-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"76-23-29-95","3022-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"76-23-29-95","3022-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"76-23-29-95","3022-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"76-23-29-95","3022-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-64-68-80","3033-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-64-68-80","3033-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-64-68-80","3033-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-64-68-80","3033-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-64-68-80","3033-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"02-25-96-12","3034-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"02-25-96-12","3034-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"02-25-96-12","3034-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"02-25-96-12","3034-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"02-25-96-12","3034-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-53-97-99","3035-001-01",1,2,1,2,2,,,2,2,1,1,,,,2,2,,0
"50-53-97-99","3035-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-53-97-99","3035-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-53-97-99","3035-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"50-53-97-99","3035-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-05-63-48","3037-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-05-63-48","3037-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-05-63-48","3037-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-05-63-48","3037-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-05-63-48","3037-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-50-51-32","3038-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-50-51-32","3038-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-50-51-32","3038-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-50-51-32","3038-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-50-51-32","3038-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-36-43-12","3040-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-36-43-12","3040-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-36-43-12","3040-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-36-43-12","3040-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"39-36-43-12","3040-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-68-04-92","3042-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-68-04-92","3042-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-68-04-92","3042-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-68-04-92","3042-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-68-04-92","3042-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-40-51-88","3052-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"89-40-51-88","3052-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
