"interview__key","y5_hhid","itemcode","hh_j01","hh_j02_1","hh_j02_2","hh_j03_1","hh_j03_2","hh_j04","hh_j05_1","hh_j05_2","hh_j06_1","hh_j06_2","j1_selection"
"63-71-40-36","1691-001-01",808,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",809,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",810,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",901,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",902,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",903,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1001,1,3,0.5,3,0.5,2000,,0,,0,2
"63-71-40-36","1691-001-01",1002,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1003,1,2,250,2,250,500,,0,,0,2
"63-71-40-36","1691-001-01",1004,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1081,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1082,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1101,1,2,70,2,70,700,,0,,0,2
"63-71-40-36","1691-001-01",1102,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1103,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1104,1,5,5,5,5,2500,,0,,0,2
"63-71-40-36","1691-001-01",1105,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1106,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1107,2,,,,,,,,,,2
"63-71-40-36","1691-001-01",1108,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",101,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",102,1,1,7,1,7,11200,,0,,0,2
"50-82-98-18","1703-001-01",103,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",104,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",105,1,1,4,1,4,4400,,0,,0,2
"50-82-98-18","1703-001-01",106,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",107,1,2,500,2,500,2000,,0,,0,2
"50-82-98-18","1703-001-01",109,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",110,1,1,10,2,400,1000,,0,,0,2
"50-82-98-18","1703-001-01",111,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",112,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",201,1,2,890,2,890,2000,,0,,0,2
"50-82-98-18","1703-001-01",202,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",203,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",204,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",205,1,2,800,2,800,1000,,0,,0,2
"50-82-98-18","1703-001-01",206,1,2,2300,2,2300,3000,,0,,0,2
"50-82-98-18","1703-001-01",207,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",301,1,1,1,1,1,2600,,0,,0,2
"50-82-98-18","1703-001-01",302,1,2,12,2,12,250,,0,,0,2
"50-82-98-18","1703-001-01",303,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",401,1,1,1,1,1,2800,,0,,0,2
"50-82-98-18","1703-001-01",501,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",502,1,2,5200,2,5200,6500,,0,,0,2
"50-82-98-18","1703-001-01",503,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",504,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",601,1,2,1030,2,1030,1700,,0,,0,2
"50-82-98-18","1703-001-01",602,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",603,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",701,1,2,1500,2,1500,2000,,0,,0,2
"50-82-98-18","1703-001-01",702,1,2,210,2,210,600,,0,,0,2
"50-82-98-18","1703-001-01",703,1,2,1800,2,1800,2000,,0,,0,2
"50-82-98-18","1703-001-01",704,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",801,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",802,1,1,1,1,1,6000,,0,,0,2
"50-82-98-18","1703-001-01",803,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",804,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",805,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",806,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",807,1,5,5,5,5,1500,,0,,0,2
"50-82-98-18","1703-001-01",808,1,1,1,1,1,5000,,0,,0,2
"50-82-98-18","1703-001-01",809,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",810,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",901,1,3,1,3,1,2000,,0,,0,2
"50-82-98-18","1703-001-01",902,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",903,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1001,1,3,1,3,1,4500,,0,,0,2
"50-82-98-18","1703-001-01",1002,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1003,1,2,150,2,150,200,,0,,0,2
"50-82-98-18","1703-001-01",1004,1,2,105,2,105,1000,,0,,0,2
"50-82-98-18","1703-001-01",1081,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1082,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1101,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1102,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1103,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1104,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1105,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1106,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1107,2,,,,,,,,,,2
"50-82-98-18","1703-001-01",1108,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",101,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",102,1,1,3,1,3,4500,,0,,0,2
"54-10-69-38","1733-001-01",103,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",104,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",105,1,1,4,1,4,4800,,0,,0,2
"54-10-69-38","1733-001-01",106,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",107,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",109,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",110,1,2,450,2,450,1000,,0,,0,2
"54-10-69-38","1733-001-01",111,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",112,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",201,1,2,1150,2,1150,1000,,0,,0,2
"54-10-69-38","1733-001-01",202,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",203,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",204,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",205,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",206,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",207,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",301,1,1,1,1,1,2600,,0,,0,2
"54-10-69-38","1733-001-01",302,1,2,20,2,20,200,,0,,0,2
"54-10-69-38","1733-001-01",303,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",401,1,1,1,1,1,2400,,0,,0,2
"54-10-69-38","1733-001-01",501,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",502,1,2,1290,2,1290,4500,,0,,0,2
"54-10-69-38","1733-001-01",503,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",504,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",601,1,2,3070,2,3070,6000,,0,,0,2
"54-10-69-38","1733-001-01",602,1,2,700,2,700,600,,0,,0,2
"54-10-69-38","1733-001-01",603,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",701,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",702,1,2,140,2,140,400,,0,,0,2
"54-10-69-38","1733-001-01",703,1,2,1350,2,1350,3000,,0,,0,2
"54-10-69-38","1733-001-01",704,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",801,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",802,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",803,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",804,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",805,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",806,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",807,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",808,1,1,1,1,1,6000,,0,,0,2
"54-10-69-38","1733-001-01",809,1,2,180,2,180,2000,,0,,0,2
"54-10-69-38","1733-001-01",810,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",901,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",902,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",903,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",1001,1,4,500,4,500,3000,,0,,0,2
"54-10-69-38","1733-001-01",1002,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",1003,1,2,125,2,125,125,,0,,0,2
"54-10-69-38","1733-001-01",1004,1,2,210,2,210,1000,,0,,0,2
"54-10-69-38","1733-001-01",1081,1,1,1,1,1,1300,,0,,0,2
"54-10-69-38","1733-001-01",1082,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",1101,1,2,50,2,50,700,,0,,0,2
"54-10-69-38","1733-001-01",1102,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",1103,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",1104,1,4,700,4,700,1200,,0,,0,2
"54-10-69-38","1733-001-01",1105,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",1106,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",1107,2,,,,,,,,,,2
"54-10-69-38","1733-001-01",1108,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",101,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",102,1,1,7,1,7,10500,,0,,0,2
"51-51-72-36","1744-001-01",103,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",104,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",105,1,1,7,1,7,7000,,0,,0,2
"51-51-72-36","1744-001-01",106,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",107,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",109,1,2,1500,2,1500,3000,,0,,0,2
"51-51-72-36","1744-001-01",110,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",111,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",112,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",201,1,2,4100,2,4100,2000,,0,,0,2
"51-51-72-36","1744-001-01",202,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",203,1,2,2600,2,2600,2000,,0,,0,2
"51-51-72-36","1744-001-01",204,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",205,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",206,1,2,3750,2,3750,3000,,0,,0,2
"51-51-72-36","1744-001-01",207,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",301,1,2,500,2,500,1400,,0,,0,2
"51-51-72-36","1744-001-01",302,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",303,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",401,1,1,1,1,1,3000,,0,,0,2
"51-51-72-36","1744-001-01",501,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",502,1,2,3150,2,3150,3500,,0,,0,2
"51-51-72-36","1744-001-01",503,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",504,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",601,1,2,4750,2,4750,4200,,0,,0,2
"51-51-72-36","1744-001-01",602,1,2,1200,2,1200,1200,,0,,0,2
"51-51-72-36","1744-001-01",603,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",701,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",702,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",703,1,2,1200,,0,,,0,2,1200,2
"51-51-72-36","1744-001-01",704,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",801,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",802,1,2,500,2,500,3500,,0,,0,2
"51-51-72-36","1744-001-01",803,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",804,1,2,2200,,0,,,0,2,2200,2
"51-51-72-36","1744-001-01",805,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",806,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",807,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",808,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",809,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",810,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",901,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",902,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",903,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1001,1,4,500,4,500,2000,,0,,0,2
"51-51-72-36","1744-001-01",1002,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1003,1,2,100,2,100,100,,0,,0,2
"51-51-72-36","1744-001-01",1004,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1081,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1082,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1101,1,2,21,2,21,700,,0,,0,2
"51-51-72-36","1744-001-01",1102,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1103,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1104,1,4,1400,4,1400,2000,,0,,0,2
"51-51-72-36","1744-001-01",1105,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1106,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1107,2,,,,,,,,,,2
"51-51-72-36","1744-001-01",1108,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",101,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",102,1,1,21,1,21,37800,,0,,0,2
"88-80-90-94","1766-001-01",103,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",104,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",105,1,1,10.5,1,10.5,12600,,0,,0,2
"88-80-90-94","1766-001-01",106,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",107,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",109,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",110,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",111,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",112,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",201,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",202,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",203,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",204,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",205,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",206,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",207,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",301,1,1,2,1,2,6000,,0,,0,2
"88-80-90-94","1766-001-01",302,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",303,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",401,1,1,20.75,1,20.75,62250,,0,,0,2
"88-80-90-94","1766-001-01",501,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",502,1,5,14,5,14,14000,,0,,0,2
"88-80-90-94","1766-001-01",503,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",504,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",601,1,2,6702,2,6702,8400,,0,,0,2
"88-80-90-94","1766-001-01",602,1,2,547,2,547,3000,,0,,0,2
"88-80-90-94","1766-001-01",603,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",701,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",702,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",703,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",704,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",801,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",802,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",803,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",804,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",805,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",806,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",807,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",808,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",809,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",810,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",901,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",902,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",903,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1001,1,3,3,3,3,10500,,0,,0,2
"88-80-90-94","1766-001-01",1002,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1003,1,2,1000,2,1000,1000,,0,,0,2
"88-80-90-94","1766-001-01",1004,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1081,1,1,8,1,8,11200,,0,,0,2
"88-80-90-94","1766-001-01",1082,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1101,1,2,60,2,60,2000,,0,,0,2
"88-80-90-94","1766-001-01",1102,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1103,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1104,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1105,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1106,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1107,2,,,,,,,,,,2
"88-80-90-94","1766-001-01",1108,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",101,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",102,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",103,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",104,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",105,1,1,10,,0,,1,10,,0,2
"31-80-34-98","1785-001-02",106,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",107,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",109,1,2,700,,0,,,0,2,700,2
"31-80-34-98","1785-001-02",110,1,2,240,2,240,600,,0,,0,2
"31-80-34-98","1785-001-02",111,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",112,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",201,1,2,3200,,0,,,0,2,3200,2
"31-80-34-98","1785-001-02",202,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",203,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",204,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",205,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",206,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",207,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",301,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",302,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",303,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",401,1,2,1500,,0,,2,1500,,0,2
"31-80-34-98","1785-001-02",501,1,1,1,1,1,2000,,0,,0,2
"31-80-34-98","1785-001-02",502,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",503,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",504,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",601,1,2,2500,2,2500,1500,,0,,0,2
"31-80-34-98","1785-001-02",602,1,2,1500,,0,,,0,2,1500,2
"31-80-34-98","1785-001-02",603,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",701,1,2,1750,2,1750,1200,,0,,0,2
"31-80-34-98","1785-001-02",702,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",703,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",704,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",801,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",802,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",803,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",804,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",805,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",806,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",807,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",808,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",809,1,2,150,2,150,1500,,0,,0,2
"31-80-34-98","1785-001-02",810,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",901,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",902,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",903,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1001,1,4,500,,0,,4,500,,0,2
"31-80-34-98","1785-001-02",1002,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1003,1,2,200,2,200,200,,0,,0,2
"31-80-34-98","1785-001-02",1004,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1081,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1082,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1101,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1102,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1103,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1104,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1105,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1106,2,,,,,,,,,,2
"31-80-34-98","1785-001-02",1107,1,3,4,3,2,1000,,0,3,2,2
"31-80-34-98","1785-001-02",1108,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",101,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",102,1,1,3,1,3,4200,,0,,0,2
"03-94-16-92","1799-001-01",103,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",104,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",105,1,1,18,,0,,1,18,,0,2
"03-94-16-92","1799-001-01",106,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",107,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",109,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",110,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",111,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",112,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",201,1,2,1800,,0,,,0,2,1800,2
"03-94-16-92","1799-001-01",202,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",203,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",204,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",205,1,1,2,1,2,2200,,0,,0,2
"03-94-16-92","1799-001-01",206,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",207,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",301,1,2,500,2,500,1500,,0,,0,2
"03-94-16-92","1799-001-01",302,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",303,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",401,1,2,881,2,881,2200,,0,,0,2
"03-94-16-92","1799-001-01",501,1,2,250,,0,,,0,2,250,2
"03-94-16-92","1799-001-01",502,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",503,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",504,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",601,1,2,2320,2,2320,3000,,0,,0,2
"03-94-16-92","1799-001-01",602,1,2,3100,,0,,,0,2,3100,2
"03-94-16-92","1799-001-01",603,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",701,1,2,1270,2,1270,1000,,0,,0,2
"03-94-16-92","1799-001-01",702,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",703,1,2,2300,2,2300,1000,,0,,0,2
"03-94-16-92","1799-001-01",704,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",801,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",802,1,2,500,2,500,3000,,0,,0,2
"03-94-16-92","1799-001-01",803,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",804,1,1,1.5,,0,,1,1.5,,0,2
"03-94-16-92","1799-001-01",805,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",806,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",807,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",808,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",809,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",810,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",901,1,3,3.5,,0,,3,3.5,,0,2
"03-94-16-92","1799-001-01",902,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",903,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",1001,1,3,1,3,1,4000,,0,,0,2
"03-94-16-92","1799-001-01",1002,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",1003,1,2,200,2,200,300,,0,,0,2
"03-94-16-92","1799-001-01",1004,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",1081,1,1,1,1,1,1200,,0,,0,2
"03-94-16-92","1799-001-01",1082,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",1101,1,2,25,2,25,300,,0,,0,2
"03-94-16-92","1799-001-01",1102,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",1103,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",1104,1,4,1750,4,1750,2500,,0,,0,2
"03-94-16-92","1799-001-01",1105,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",1106,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",1107,2,,,,,,,,,,2
"03-94-16-92","1799-001-01",1108,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",101,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",102,1,1,3,1,3,4800,,0,,0,2
"95-67-04-51","1821-001-01",103,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",104,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",105,1,1,1.5,1,1.5,1500,,0,,0,2
"95-67-04-51","1821-001-01",106,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",107,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",109,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",110,1,5,15,5,15,3000,,0,,0,2
"95-67-04-51","1821-001-01",111,1,1,0.5,1,0.5,1400,,0,,0,2
"95-67-04-51","1821-001-01",112,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",201,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",202,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",203,1,2,2996,2,2996,1000,,0,,0,2
"95-67-04-51","1821-001-01",204,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",205,1,1,1,1,1,1000,,0,,0,2
"95-67-04-51","1821-001-01",206,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",207,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",301,1,1,1,1,1,2800,,0,,0,2
"95-67-04-51","1821-001-01",302,1,5,7,5,7,500,,0,,0,2
"95-67-04-51","1821-001-01",303,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",401,1,1,0.5,1,0.5,1000,,0,,0,2
"95-67-04-51","1821-001-01",501,1,1,0.5,,0,,,0,1,0.5,2
"95-67-04-51","1821-001-01",502,1,5,2,5,2,1000,,0,,0,2
"95-67-04-51","1821-001-01",503,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",504,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",601,1,2,3450,2,3450,6000,,0,,0,2
"95-67-04-51","1821-001-01",602,1,2,3196,2,3196,2200,,0,,0,2
"95-67-04-51","1821-001-01",603,2,,,,,,,,,,2
"95-67-04-51","1821-001-01",701,1,5,10,5,10,1000,,0,,0,2
"95-67-04-51","1821-001-01",702,1,5,4,5,4,600,,0,,0,2
