"interview__key","y5_hhid","plot_id","cropid","ag6a_02","ag6a_03","ag6a_04","ag6a_05","ag6a_06","ag6a_06a","ag6a_07_1","ag6a_07_2","ag6a_07_3","ag6a_07_4","ag6a_08_1","ag6a_08_2","ag6a_09","ag6a_10","ag6a_11"
"37-60-26-94","2805-001-01",2,71,150,2016,150,2,,1,2019,9,2020,3,1,,100,1,5
"37-60-26-94","2805-001-01",2,76,30,2012,15,2,,1,2020,9,2020,12,1,,25,1,5
"34-43-26-39","2806-001-01",2,71,60,2019,0,2,,1,2020,3,2021,2,1,,300,2,
"95-20-72-75","2807-001-01",1,71,300,2008,30,2,,1,2020,1,2021,2,1,,300,1,5
"57-77-58-51","2808-001-01",1,71,80,2005,0,2,,1,2020,3,2021,2,1,2,480,2,
"57-77-58-51","2808-001-01",4,71,50,2006,0,2,,1,2020,4,2021,2,1,2,240,2,
"77-46-65-69","2808-001-04",1,71,50,2018,0,2,,1,2020,4,2021,2,1,,180,2,
"37-58-50-61","2810-001-01",1,71,1300,2017,0,2,,1,2020,1,2021,1,1,,6000,1,5
"37-58-50-61","2810-001-01",2,71,100,2017,0,2,,1,2020,3,2020,12,1,,1068,2,
"42-67-05-59","2811-001-01",3,71,30,2017,30,1,2,1,2019,9,2020,4,1,,90,1,5
"59-21-01-60","2811-001-03",1,71,80,2020,15,1,2,1,2020,2,2021,3,1,,1440,1,5
"59-21-01-60","2811-001-03",1,205,3,2018,0,2,,2,,,,,,,,,
"59-21-01-60","2811-001-03",2,71,100,2020,20,2,,1,2020,2,2021,2,1,,1440,1,5
"59-21-01-60","2811-001-03",3,71,100,2020,15,2,,1,2020,2,2021,2,1,,1440,1,5
"57-13-03-72","2829-001-01",1,71,80,2015,20,2,,1,2020,1,2020,12,1,,180,2,
"54-69-14-26","2834-001-01",2,71,40,2000,0,2,,1,2020,1,2020,12,1,,300,2,
"75-91-49-95","2843-001-01",2,71,30,2018,5,1,2,1,2021,3,2021,10,2,,165,2,
"75-91-49-95","2843-001-01",2,73,1,2003,0,1,2,2,,,,,,,,,
"45-58-23-03","2848-001-01",3,73,5,2006,0,2,,1,2020,11,2020,12,1,,350,2,
"28-25-83-47","2850-001-01",1,73,5,2003,0,1,2,1,2020,11,2020,12,1,2,100,1,5
"28-25-83-47","2850-001-01",1,851,1,2008,0,1,2,1,2020,4,2020,5,1,2,70,2,
"48-32-03-05","2866-001-02",1,71,15,2020,15,2,,1,2020,6,2021,11,1,,60,2,
"48-32-03-05","2866-001-02",1,72,2,2019,0,2,,2,,,,,,,,,
"49-04-68-35","2867-001-01",1,73,5,1900,0,2,,1,2020,10,2021,1,1,2,200,1,3
"75-66-24-49","2882-001-01",1,71,7,2004,0,1,2,2,,,,,,,,,
"32-58-54-82","2885-001-01",1,74,1,2020,1,1,2,1,2020,12,2021,1,1,,5,2,
"22-11-88-24","2886-001-01",1,74,2,2019,0,1,2,1,2020,8,2020,9,1,2,26220,2,
"22-11-88-24","2886-001-01",1,76,10,2019,0,1,2,2,,,,,,,,,
"22-11-88-24","2886-001-01",1,200,10,2019,0,1,2,2,,,,,,,,,
"22-11-88-24","2886-001-01",2,71,50,2019,0,1,2,1,2020,1,2020,8,1,2,316800,1,5
"22-11-88-24","2886-001-01",2,73,8,2015,0,1,2,1,2020,9,2020,12,1,2,72400,1,5
"22-11-88-24","2886-001-01",2,74,3,2019,0,1,2,1,2020,7,2020,8,1,2,5244,1,2
"22-11-88-24","2886-001-01",2,76,8,2019,0,1,2,2,,,,,,,,,
"22-11-88-24","2886-001-01",2,80,4,2018,0,1,2,2,,,,,,,,,
"22-11-88-24","2886-001-01",2,200,6,2020,6,2,,2,,,,,,,,,
"97-82-85-81","2888-001-02",1,74,2,2016,0,1,2,2,,,,,,,,,
"05-21-43-64","2892-001-01",3,73,3,1900,0,2,,1,2020,10,2020,12,1,,780,1,5
"30-79-15-05","2892-001-03",1,69,3,2020,3,1,2,2,,,,,,,,,
"30-79-15-05","2892-001-03",1,70,1,2020,1,1,2,2,,,,,,,,,
"30-79-15-05","2892-001-03",1,71,3,2020,3,1,2,1,2020,9,2020,9,1,2,4,2,
"30-79-15-05","2892-001-03",1,73,5,1991,0,1,2,1,2020,10,2020,11,1,2,173,2,
"30-79-15-05","2892-001-03",1,75,3,2020,3,2,,1,2020,9,2020,9,1,2,1,2,
"30-79-15-05","2892-001-03",1,76,3,1991,0,1,2,1,2020,4,2020,6,1,2,12,2,
"30-79-15-05","2892-001-03",1,80,1,1991,0,2,,1,2020,1,2020,2,1,2,4,2,
"30-79-15-05","2892-001-03",1,200,3,1991,0,1,2,1,2020,1,2020,2,1,2,28,2,
"26-02-57-30","2900-001-01",1,73,1,2015,0,2,,2,,,,,,,,,
"11-84-43-78","2901-001-01",1,71,1,2018,0,1,2,1,2021,10,2021,10,1,2,3,2,
"84-67-69-89","2902-001-01",2,73,1,2019,0,1,2,2,,,,,,,,,
"84-67-69-89","2902-001-01",2,200,1,2018,0,1,2,2,,,,,,,,,
"84-67-69-89","2902-001-01",3,73,1,1900,0,2,,2,,,,,,,,,
"17-19-40-21","2907-001-01",1,71,10,2019,0,2,,1,2021,3,2021,4,1,,35,2,
"17-19-40-21","2907-001-01",1,73,3,1985,0,2,,1,2020,11,2020,12,1,2,300,1,3
"17-19-40-21","2907-001-01",1,76,1,1986,0,2,,2,,,,,,,,,
"42-59-87-53","2919-001-01",1,73,4,2014,0,2,,2,,,,,,,,,
"42-59-87-53","2919-001-01",4,69,1,2021,0,1,2,2,,,,,,,,,
"42-59-87-53","2919-001-01",4,71,6,2019,0,1,2,1,2021,7,2021,7,1,,6,2,
"42-59-87-53","2919-001-01",4,73,5,2015,0,1,2,2,,,,,,,,,
"42-59-87-53","2919-001-01",4,75,9,2017,0,1,2,1,2020,12,2020,12,1,,10,2,
"42-59-87-53","2919-001-01",4,76,5,2016,1,1,2,2,,,,,,,,,
"42-59-87-53","2919-001-01",4,851,1,2018,0,1,2,2,,,,,,,,,
"51-20-76-34","2920-001-01",1,73,6,2010,0,2,,1,2020,12,2021,1,1,2,70,2,
"51-20-76-34","2920-001-01",1,76,1,2014,0,2,,2,,,,,,,,,
"51-20-76-34","2920-001-01",1,200,4,2016,0,2,,1,2021,5,2021,7,1,2,40,2,
"51-20-76-34","2920-001-01",1,852,1,2016,0,2,,1,2021,6,2021,7,1,2,20,2,
"51-20-76-34","2920-001-01",3,71,40,2013,0,2,,1,2021,3,2021,9,1,2,100,2,
"51-20-76-34","2920-001-01",3,73,1,2013,0,2,,1,2020,11,2021,1,1,2,30,2,
"82-14-02-37","2921-001-01",1,71,85,2019,6,1,2,1,2021,2,2021,9,13,,85,2,
"82-14-02-37","2921-001-01",1,73,7,1997,8,1,2,1,2020,10,2021,1,1,13,220,1,2
"82-14-02-37","2921-001-01",1,200,4,2013,0,1,2,1,2021,3,2021,5,1,,45,2,
"82-14-02-37","2921-001-01",2,73,4,1999,0,1,2,1,2020,11,2021,1,1,12,65,2,
"03-83-60-83","2921-001-02",1,69,1,2016,0,2,,2,,,,,,,,,
"03-83-60-83","2921-001-02",1,71,18,2020,12,1,2,1,2021,6,2021,9,1,,75,2,
"03-83-60-83","2921-001-02",1,73,3,2021,3,1,2,2,,,,,,,,,
"03-83-60-83","2921-001-02",1,74,2,2021,2,1,2,2,,,,,,,,,
"03-83-60-83","2921-001-02",1,76,8,2019,0,2,,2,,,,,,,,,
"03-83-60-83","2921-001-02",1,200,6,2017,0,2,,2,,,,,,,,,
"03-83-60-83","2921-001-02",3,71,140,2000,0,2,,1,2020,11,2021,8,1,,150,2,
"03-83-60-83","2921-001-02",3,73,3,2010,0,2,,1,2020,11,2021,1,1,,350,2,
"35-45-76-62","2922-001-01",2,73,7,2016,0,1,2,2,,,,,,,,,
"35-45-76-62","2922-001-01",3,73,1,2001,0,2,,1,2020,12,2020,12,4,5,40,1,3
"39-25-98-64","2923-001-01",2,73,3,2007,0,2,,1,2020,12,2021,1,1,,100,1,5
"39-25-98-64","2923-001-01",2,74,1,2018,0,2,,1,2021,7,2021,8,1,,40,2,
"39-25-98-64","2923-001-01",2,76,1,2017,0,2,,2,,,,,,,,,
"03-82-32-10","2925-001-02",1,71,20,2020,3,2,,1,2021,7,2021,9,2,3,13,2,
"03-82-32-10","2925-001-02",1,74,1,2019,0,2,,1,2020,10,2021,6,2,3,12,2,
"03-82-32-10","2925-001-02",1,76,2,2020,0,2,,2,,,,,,,,,
"03-82-32-10","2925-001-02",3,73,1,2021,0,2,,2,,,,,,,,,
"47-73-88-65","2926-001-01",4,73,3,2006,0,2,,1,2020,12,2021,1,1,,800,2,
"97-14-97-26","2940-001-01",1,71,2,2020,2,2,,2,,,,,,,,,
"13-60-86-39","2943-001-03",1,71,100,2013,10,1,2,1,2020,1,2020,11,1,,600,2,
"13-60-86-39","2943-001-03",1,74,9,2013,2,1,2,1,2020,6,2020,11,1,2,500,2,
"35-91-66-39","2943-001-04",1,71,9,2017,1,2,,1,2019,12,2020,11,1,2,75,2,
"35-91-66-39","2943-001-04",1,72,3,2016,0,2,,2,,,,,,,,,
"35-91-66-39","2943-001-04",1,73,3,2019,0,2,,2,,,,,,,,,
"52-53-44-12","2944-001-01",4,71,30,2018,10,2,,2,,,,,,,,,
"64-72-48-23","2945-001-01",1,71,41,2019,27,1,2,1,2020,9,2020,11,1,,120,2,
"64-72-48-23","2945-001-01",1,73,10,2019,0,1,2,2,,,,,,,,,
"91-79-41-80","2957-001-01",1,71,20,2014,0,1,2,1,2020,9,2021,10,1,2,300,2,
"91-79-41-80","2957-001-01",1,72,3,2021,3,2,,2,,,,,,,,,
"91-79-41-80","2957-001-01",1,80,1,1900,0,2,,1,2020,9,2021,10,1,2,100,2,
"91-79-41-80","2957-001-01",1,81,2,2005,0,2,,1,2020,9,2021,10,1,2,30,2,
"91-79-41-80","2957-001-01",1,83,10,2010,0,2,,1,2020,9,2021,10,1,2,210,2,
"50-10-51-60","2958-001-01",1,70,3,2018,0,2,,1,2020,12,2021,1,1,2,50,2,
"50-10-51-60","2958-001-01",1,71,100,2010,0,2,,1,2020,11,2021,10,1,2,255,2,
"50-10-51-60","2958-001-01",1,72,3,2010,0,2,,2,,,,,,,,,
"50-10-51-60","2958-001-01",1,73,3,2015,0,2,,2,,,,,,,,,
"50-10-51-60","2958-001-01",1,76,3,2015,0,2,,2,,,,,,,,,
"50-10-51-60","2958-001-01",1,80,3,2015,0,2,,1,2021,6,2021,8,1,2,50,2,
"50-10-51-60","2958-001-01",1,81,1,2016,0,2,,2,,,,,,,,,
"50-10-51-60","2958-001-01",1,84,2,2010,0,2,,1,2021,1,2021,3,1,2,120,2,
"50-10-51-60","2958-001-01",1,200,1,2015,0,2,,2,,,,,,,,,
"50-10-51-60","2958-001-01",3,71,3,2010,0,2,,1,2020,11,2021,10,1,2,30,2,
"90-65-51-49","2959-001-01",1,71,50,2016,5,2,,1,2020,10,2021,3,1,2,90,2,
"90-65-51-49","2959-001-01",1,72,2,2018,0,2,,1,2020,11,2021,1,1,2,120,2,
"90-65-51-49","2959-001-01",1,200,5,2020,5,2,,2,,,,,,,,,
"34-70-67-06","2960-001-01",1,71,40,2001,0,2,,1,2020,11,2021,10,1,2,240,2,
"34-70-67-06","2960-001-01",1,72,3,2019,0,2,,2,,,,,,,,,
"34-70-67-06","2960-001-01",1,852,1,2014,0,2,,1,2021,6,2021,9,1,2,10,2,
"67-75-87-74","2962-001-01",3,71,20,2017,0,2,,1,2021,5,2021,8,1,,50,2,
"08-98-55-43","2963-001-01",1,72,1,1900,0,2,,1,2020,12,2021,5,1,2,100,2,
"08-98-55-43","2963-001-01",1,76,1,1900,0,2,,1,2021,5,2021,7,1,2,25,2,
"89-30-02-67","2964-001-01",1,71,10,2012,6,1,2,1,2020,11,2021,10,1,2,120,2,
"15-25-36-67","2983-001-01",1,71,30,2015,0,1,2,1,2020,11,2021,10,1,2,210,2,
"15-25-36-67","2983-001-01",1,72,1,2018,0,1,2,2,,,,,,,,,
"15-25-36-67","2983-001-01",1,73,1,2018,0,1,2,2,,,,,,,,,
"15-25-36-67","2983-001-01",1,80,1,2015,0,1,2,1,2021,5,2021,7,1,2,40,2,
"15-25-36-67","2983-001-01",1,852,2,2017,0,1,2,2,,,,,,,,,
"35-05-63-48","3037-001-01",1,73,2,1900,0,1,2,1,2020,11,2020,12,1,,100,1,5
"35-05-63-48","3037-001-01",1,76,1,1900,0,1,2,1,2020,4,2020,5,1,,60,1,5
"39-50-51-32","3038-001-01",1,71,100,2019,0,1,2,1,2020,1,2020,12,1,,300,2,
"39-50-51-32","3038-001-01",1,72,150,2015,50,1,2,2,,,,,,,,,
"39-50-51-32","3038-001-01",1,73,10,2000,0,1,2,1,2020,10,2020,12,1,,600,1,2
"39-50-51-32","3038-001-01",1,74,20,2018,5,1,2,1,2020,1,2020,12,1,,120,1,1
"39-50-51-32","3038-001-01",1,76,300,2014,0,1,2,1,2020,2,2020,6,1,,11000,2,
"39-50-51-32","3038-001-01",1,80,31,2014,10,1,2,1,2020,9,2020,12,1,,180,1,1
"39-50-51-32","3038-001-01",1,852,18,2014,0,1,2,1,2020,2,2020,6,1,,200,2,
"39-36-43-12","3040-001-01",1,76,10,2007,0,2,,1,2020,1,2020,12,1,2,1170,2,
"39-36-43-12","3040-001-01",2,73,4,2012,0,1,1,1,2020,10,2021,1,2,3,3200,2,
"39-36-43-12","3040-001-01",2,76,3,2019,1,1,2,2,,,,,,,,,
"68-23-21-38","3056-001-04",1,74,90,2021,90,1,2,2,,,,,,,,,
"68-23-21-38","3056-001-04",1,76,5,2021,5,1,2,2,,,,,,,,,
"78-10-18-94","3056-001-05",1,73,2,1900,0,2,,2,,,,,,,,,
"89-42-62-02","3075-001-02",1,73,4,2008,0,1,1,1,2020,2,2021,1,1,2,3121,1,1
"18-27-56-50","3076-001-01",2,73,1,1900,0,2,,1,2020,11,2020,12,1,2,60,1,5
"12-15-07-66","3091-001-01",1,71,15,2015,0,2,,1,2020,11,2021,10,1,,150,2,
"81-32-17-94","3092-001-01",1,71,6,2019,0,2,,1,2020,11,2021,10,1,,30,2,
"01-31-69-05","3093-001-01",1,72,1,2018,0,1,2,2,,,,,,,,,
"01-31-69-05","3093-001-01",1,73,1,2018,0,1,2,2,,,,,,,,,
"01-31-69-05","3093-001-01",1,74,1,2020,0,1,2,2,,,,,,,,,
"66-31-98-44","3095-001-01",1,71,80,2018,0,1,2,1,2020,8,2020,10,1,,360,2,
"66-31-98-44","3095-001-01",1,72,35,2005,0,1,2,1,2020,9,2021,2,1,,120,2,
"93-36-30-05","3109-001-01",1,73,1,1900,0,1,2,1,2020,11,2020,12,1,,60,1,5
"93-36-30-05","3109-001-01",1,76,1,1900,0,1,2,1,2020,3,2020,3,1,,30,1,5
"93-36-30-05","3109-001-01",1,852,1,1900,0,1,2,1,2020,3,2020,3,1,,10,2,
"65-60-93-93","3114-001-01",1,73,10,1992,0,2,,2,,,,,,,,,
"65-60-93-93","3114-001-01",1,76,1,1970,0,2,,1,2020,6,2020,8,2,,5,2,
"65-60-93-93","3114-001-01",1,80,2,2015,0,2,,2,,,,,,,,,
"65-60-93-93","3114-001-01",1,852,1,2010,0,2,,2,,,,,,,,,
"18-57-18-84","3115-001-01",1,71,4,2020,4,1,2,2,,,,,,,,,
"18-57-18-84","3115-001-01",1,73,4,2020,4,1,2,2,,,,,,,,,
"18-57-18-84","3115-001-01",1,74,4,2016,2,1,2,1,2020,7,2020,10,1,,50,2,
"18-57-18-84","3115-001-01",1,76,3,1991,0,1,2,2,,,,,,,,,
"18-57-18-84","3115-001-01",1,852,1,2005,0,1,2,1,2020,3,2020,6,1,,30,2,
"69-54-28-67","3117-001-01",1,76,1,1988,0,2,,1,2020,4,2020,5,1,,60,1,5
"69-54-28-67","3117-001-01",4,73,1,1900,0,2,,2,,,,,,,,,
"69-54-28-67","3117-001-01",4,852,2,1900,0,2,,1,2020,1,2020,3,1,,20,1,5
"06-70-18-54","3128-001-01",2,71,10,2018,0,1,2,1,2020,8,2020,10,1,,23,2,
"90-08-06-64","3129-001-01",1,71,3,2017,0,1,2,1,2019,12,2020,11,1,2,60,2,
"90-08-06-64","3129-001-01",1,73,1,2000,0,1,2,1,2019,11,2020,1,1,2,200,2,
"90-08-06-64","3129-001-01",1,852,2,2006,0,1,2,1,2020,7,2020,9,1,2,20,2,
"45-58-24-42","3131-001-01",1,73,3,2000,0,2,,2,,,,,,,,,
"45-58-24-42","3131-001-01",2,73,10,2005,0,2,,2,,,,,,,,,
"00-83-50-40","3133-001-01",1,81,1,2010,0,1,2,2,,,,,,,,,
"39-92-70-01","3134-001-01",3,73,2,9999,0,2,,1,2019,12,2020,1,1,2,85,2,
"96-64-64-18","3147-001-01",1,71,11,2021,3,1,2,1,2020,11,2020,11,1,2,7,2,
"96-64-64-18","3147-001-01",1,72,6,2015,0,1,2,1,2021,4,2021,6,1,2,30,2,
"96-64-64-18","3147-001-01",1,74,5,2017,4,1,2,1,2021,6,2021,8,1,2,50,2,
"96-64-64-18","3147-001-01",1,76,2,2007,0,1,2,1,2020,8,2020,11,1,2,200,2,
"96-64-64-18","3147-001-01",1,80,2,2011,0,1,2,1,2020,5,2020,9,1,2,180,2,
"96-64-64-18","3147-001-01",1,852,1,2011,0,1,2,1,2020,5,2020,7,1,2,50,2,
"17-86-57-81","3148-001-01",1,851,2,1986,0,1,2,1,2020,5,2020,5,1,,753,1,5
"62-65-17-39","3150-001-01",1,72,1,2007,0,2,,1,2020,9,2020,11,2,5,800,2,
"62-65-17-39","3150-001-01",1,76,1,2013,0,2,,1,2021,5,2021,7,5,6,30,1,5
"26-43-46-66","3154-001-01",1,72,1,1998,0,2,,1,2021,4,2021,6,1,,60,1,5
"81-00-58-34","3166-001-01",1,71,120,2017,0,1,3,1,2019,12,2020,11,1,2,480,2,
"81-00-58-34","3166-001-01",1,76,1,2017,1,1,2,1,2020,7,2020,9,1,,20,2,
"81-00-58-34","3166-001-01",1,79,1,2017,0,1,2,1,2020,7,2020,9,1,,15,2,
"29-45-42-37","3167-001-01",1,71,200,1990,0,1,2,1,2020,5,2020,6,1,,300,2,
"42-00-78-10","3168-001-01",1,71,42,2008,0,2,,1,2019,12,2020,11,1,,360,2,
"42-00-78-10","3168-001-01",1,72,2,2010,0,2,,2,,,,,,,,,
"42-00-78-10","3168-001-01",1,73,4,2010,0,2,,1,2019,11,2020,11,1,,180,1,5
"42-00-78-10","3168-001-01",1,76,1,2010,0,2,,2,,,,,,,,,
"42-00-78-10","3168-001-01",3,71,89,1996,0,2,,1,2019,10,2020,11,1,,330,1,5
"44-11-82-58","3168-001-03",1,71,10,2015,0,1,2,1,2020,6,2020,8,1,2,60,2,
"60-37-36-57","3171-001-01",1,71,97,2009,0,1,2,1,2020,1,2020,11,1,,315,2,
"60-37-36-57","3171-001-01",1,852,2,2016,0,2,,2,,,,,,,,,
"84-02-93-51","3172-001-01",1,71,20,1994,15,1,2,1,2020,11,2020,11,1,,30,1,6
"84-02-93-51","3172-001-01",1,72,1,1994,0,1,2,2,,,,,,,,,
"84-02-93-51","3172-001-01",1,73,2,1994,0,1,2,2,,,,,,,,,
"23-81-85-47","3173-001-01",1,71,25,2018,5,2,,1,2020,8,2020,9,1,,400,2,
"02-50-88-11","3185-001-01",1,71,180,2019,50,1,2,1,2020,1,2020,12,1,2,2700,1,6
"02-50-88-11","3185-001-01",1,72,2,2010,0,1,2,1,2020,10,2021,1,1,2,500,1,3
"02-50-88-11","3185-001-01",1,73,3,2012,0,1,2,1,2020,11,2021,1,1,2,200,1,6
"02-50-88-11","3185-001-01",1,74,1,2020,1,1,2,2,,,,,,,,,
"02-50-88-11","3185-001-01",2,71,50,2019,15,1,2,1,2020,1,2021,12,1,2,750,1,3
"02-50-88-11","3185-001-01",2,72,2,2019,0,1,2,2,,,,,,,,,
"02-50-88-11","3185-001-01",2,75,2000,2019,450,1,2,1,2020,6,2021,1,1,2,2000,1,4
"02-50-88-11","3185-001-01",3,75,4000,2019,1500,2,,1,2020,11,2021,1,1,2,3800,1,4
"76-50-08-94","3186-001-01",1,71,50,2006,10,1,2,1,2020,1,2020,12,1,2,375,2,
"76-50-08-94","3186-001-01",1,72,3,2005,0,1,2,1,2020,2,2020,3,1,2,360,1,5
"76-50-08-94","3186-001-01",1,74,1,2019,0,1,2,1,2020,11,2021,1,1,2,30,2,
"76-50-08-94","3186-001-01",1,79,1,2010,0,1,2,1,2020,4,2020,4,1,2,18,1,5
"78-32-84-41","3187-001-01",4,71,100,2008,26,1,2,1,2020,2,2020,12,1,2,168,2,
"78-32-84-41","3187-001-01",4,72,7,2018,0,1,2,2,,,,,,,,,
"78-32-84-41","3187-001-01",4,75,500,2018,0,1,2,1,2020,11,2021,1,1,,150,2,
"76-44-53-44","3188-001-01",2,71,70,2017,0,2,,1,2020,1,2020,12,1,,2400,2,
"51-12-48-04","3189-001-01",1,71,50,1989,0,1,2,1,2020,1,2020,12,1,,450,2,
"51-12-48-04","3189-001-01",1,72,5,1995,0,1,2,1,2020,4,2020,4,1,,140,2,
"51-12-48-04","3189-001-01",1,73,15,1992,0,1,2,1,2020,11,2021,2,1,,130,2,
"51-12-48-04","3189-001-01",1,75,50,2020,50,1,2,2,,,,,,,,,
"88-75-03-88","3189-001-02",1,72,20,2019,15,2,,2,,,,,,,,,
"88-75-03-88","3189-001-02",2,71,15,2021,0,2,,1,2020,2,2020,12,1,,480,2,
"51-34-40-93","3190-001-01",1,71,150,2000,10,1,2,1,2020,1,2020,12,1,2,600,2,
"51-34-40-93","3190-001-01",1,76,7,2007,0,1,2,1,2020,4,2020,5,1,2,200,2,
"51-34-40-93","3190-001-01",1,79,6,2005,0,1,2,1,2020,4,2020,5,1,2,300,2,
"51-34-40-93","3190-001-01",2,71,300,2001,50,1,2,1,2020,1,2020,12,1,2,15000,2,
"48-43-31-89","3191-001-01",1,71,250,1900,12,2,,1,2020,9,2021,1,1,2,648,2,
"48-43-31-89","3191-001-01",1,73,1,1900,0,2,,1,2021,1,2021,1,1,2,35,1,5
"48-43-31-89","3191-001-01",1,75,35,1900,0,2,,1,2020,12,2021,1,1,2,30,2,
"48-43-31-89","3191-001-01",2,71,12,2012,0,2,,2,,,,,,,,,
"71-65-11-52","3192-001-01",1,71,600,2012,8,1,3,1,2019,10,2020,12,1,2,200,2,
"71-65-11-52","3192-001-01",1,73,1,2005,0,1,2,1,2019,11,2020,2,1,2,200,2,
"71-65-11-52","3192-001-01",3,71,988,2010,20,1,3,1,2019,1,2020,12,1,2,600,2,
"71-65-11-52","3192-001-01",3,75,4000,2020,4000,2,,1,2019,12,2020,1,1,2,1200,2,
"69-32-86-52","3204-001-01",1,71,85,2005,0,1,2,1,2020,11,2021,10,1,2,300,2,
"69-32-86-52","3204-001-01",1,72,4,2013,0,1,2,1,2020,11,2021,10,1,2,150,1,5
"69-32-86-52","3204-001-01",1,73,5,2000,0,1,2,1,2020,11,2021,2,1,2,300,1,5
"69-32-86-52","3204-001-01",1,852,1,1999,0,1,2,1,2021,6,2021,8,1,2,50,1,5
"96-05-32-13","3205-001-01",1,73,5,2007,0,2,,1,2020,11,2021,10,2,3,150,1,1
"22-66-04-87","3205-001-10",1,71,25,2019,0,2,,2,,,,,,,,,
"22-66-04-87","3205-001-10",1,72,1,1900,0,2,,1,2021,10,2021,11,1,2,18,2,
"22-66-04-87","3205-001-10",1,73,3,1900,0,2,,2,,,,,,,,,
"22-66-04-87","3205-001-10",2,71,120,2020,120,2,,1,2021,10,2021,10,1,2,30,2,
"22-66-04-87","3205-001-10",2,72,1,1900,0,2,,1,2021,9,2021,10,1,2,25,2,
"22-66-04-87","3205-001-10",2,73,2,1900,0,2,,2,,,,,,,,,
"26-70-89-55","3207-001-01",1,71,150,1900,0,1,2,1,2020,9,2021,10,1,,1400,1,5
"26-70-89-55","3207-001-01",1,72,10,1900,0,1,2,1,2020,11,2021,3,1,,300,1,5
"26-70-89-55","3207-001-01",1,73,15,1900,0,1,2,1,2020,1,2020,4,1,,200,1,5
"26-70-89-55","3207-001-01",1,76,3,1900,0,1,2,1,2020,5,2020,6,1,,150,1,5
"26-70-89-55","3207-001-01",1,79,1,1900,0,1,2,1,2020,5,2020,5,1,,80,1,5
"26-70-89-55","3207-001-01",1,80,7,1900,0,1,2,1,2020,10,2020,12,1,,120,1,5
"09-76-80-66","3208-001-01",4,73,1,1990,0,1,2,1,2020,1,2020,4,1,2,250,1,1
"00-02-43-54","3211-001-02",1,72,1,1990,0,2,,1,2020,10,2021,5,1,,100,2,
"44-17-25-08","3223-001-01",3,73,3,1900,0,1,2,1,2019,12,2020,11,1,2,60,2,
"44-17-25-08","3223-001-01",3,74,4,2018,0,1,2,1,2020,6,2020,11,1,2,66,1,2
"44-17-25-08","3223-001-01",3,852,1,2006,0,1,2,1,2020,9,2020,11,2,,36,1,5
"13-80-08-37","3225-001-01",1,71,72,2016,0,2,,1,2019,10,2020,9,1,,480,2,
"13-80-08-37","3225-001-01",1,72,1,2010,0,2,,2,,,,,,,,,
"13-80-08-37","3225-001-01",1,73,1,2012,0,2,,2,,,,,,,,,
"13-80-08-37","3225-001-01",1,74,1,2019,1,2,,2,,,,,,,,,
"20-80-75-39","3227-001-01",2,73,2,1901,1901,2,,2,,,,,,,,,
"07-11-53-33","3229-001-01",1,71,55,2011,0,2,,1,2019,12,2020,11,1,,24,1,5
"07-11-53-33","3229-001-01",3,73,4,9999,0,2,,2,,,,,,,,,
"41-59-20-52","3230-001-01",1,71,8,1994,0,2,,1,2019,10,2020,11,1,,28,2,
"41-59-20-52","3230-001-01",1,72,1,1998,0,2,,1,2019,12,2020,1,1,,56,2,
"28-52-66-87","3242-001-02",1,71,30,1991,0,1,2,1,2021,6,2021,9,1,2,100,1,3
"28-52-66-87","3242-001-02",1,72,3,2018,0,1,2,2,,,,,,,,,
"28-52-66-87","3242-001-02",1,73,1,2001,0,1,2,1,2021,1,2021,2,1,2,200,1,3
"05-64-48-41","3243-001-01",3,71,30,2019,0,1,2,1,2020,2,2021,10,1,2,100,2,
"05-64-48-41","3243-001-01",3,72,1,2021,1,1,2,2,,,,,,,,,
"24-27-63-88","3245-001-01",1,72,2,1900,0,2,,1,2020,12,2021,6,1,7,100,2,
"07-56-54-18","3262-001-01",2,71,5,2020,5,1,2,1,2021,7,2021,7,1,2,55,2,
"07-56-54-18","3262-001-01",2,73,2,2015,0,1,2,2,,,,,,,,,
"07-56-54-18","3262-001-01",4,71,25,2020,0,1,2,1,2021,5,2021,5,1,2,120,2,
"07-56-54-18","3262-001-01",4,72,1,2019,0,1,2,2,,,,,,,,,
"07-56-54-18","3262-001-01",6,71,3,2020,1,1,2,2,,,,,,,,,
"07-56-54-18","3262-001-01",6,72,1,2019,1,1,2,2,,,,,,,,,
"71-53-32-34","3263-001-01",1,71,40,2019,0,2,,1,2020,11,2021,10,1,,45,2,
"71-53-32-34","3263-001-01",1,73,1,2019,0,2,,2,,,,,,,,,
"71-53-32-34","3263-001-01",1,74,1,2020,0,1,2,1,2020,11,2021,10,2,,10,2,
"11-13-37-02","3265-001-01",1,71,600,1977,0,1,2,1,2020,6,2021,9,1,2,600,1,5
"11-13-37-02","3265-001-01",1,72,5,2019,0,1,2,2,,,,,,,,,
"11-13-37-02","3265-001-01",1,73,6,1977,0,1,2,1,2020,12,2020,12,1,2,500,1,5
"11-13-37-02","3265-001-01",3,73,10,1900,0,2,,1,2020,12,2020,12,1,2,400,1,5
"97-89-67-15","3268-001-01",1,71,15,2000,0,1,2,1,2020,11,2021,10,1,2,200,1,5
"97-89-67-15","3268-001-01",1,73,2,1999,0,1,2,1,2020,11,2020,12,1,2,300,1,5
