"interview__key","y5_hhid","cropid","ag7a_02","ag7a_03","ag7a_04","ag7a_05_1","ag7a_05_2","ag7a_06_1","ag7a_06_2","ag7a_07_1a","ag7a_07_1b","ag7a_07_2a","ag7a_07_2b","ag7a_08","ag7a_09","ag7a_10","ag7a_11","ag7a_12","ag7a_13","ag7a_14","ag7a_15","ag7a_16","ag7a_17","ag7a_18","ag7a_19","ag7a_20","ag7a_21"
"30-79-15-05","2892-001-03",80,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"30-79-15-05","2892-001-03",200,2,,,,,,,,,,,2,,,,,2,,,,28,0,0,0,0
"11-84-43-78","2901-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"17-19-40-21","2907-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,28,0,0,17,0
"17-19-40-21","2907-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,256,0,0,44,0
"42-59-87-53","2919-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"42-59-87-53","2919-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"51-20-76-34","2920-001-01",71,1,70,28000,1,2,1,2,2,1,2,1,2,,,,,2,,,,30,0,0,0,0
"51-20-76-34","2920-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,60,0
"51-20-76-34","2920-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,10,0
"51-20-76-34","2920-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,7,0,0,13,0
"82-14-02-37","2921-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,10,0
"82-14-02-37","2921-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,230,0,0,55,0
"82-14-02-37","2921-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"03-83-60-83","2921-001-02",71,1,150,80000,1,,1,,2,1,2,1,2,,,,,2,,,,60,0,0,15,0
"03-83-60-83","2921-001-02",73,1,300,120000,1,,1,,1,1,1,1,2,,,,,2,,,,30,0,0,20,0
"35-45-76-62","2922-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"39-25-98-64","2923-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,30,0
"39-25-98-64","2923-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,20,0
"03-82-32-10","2925-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,13,0,0,0,0
"03-82-32-10","2925-001-02",74,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"47-73-88-65","2926-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,400,0
"13-60-86-39","2943-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,200,0
"13-60-86-39","2943-001-03",74,2,,,,,,,,,,,2,,,,,2,,,,500,0,0,200,0
"35-91-66-39","2943-001-04",71,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,0,0
"64-72-48-23","2945-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"91-79-41-80","2957-001-01",71,1,45,15000,1,2,1,2,9,3,9,3,2,,,,,2,,,,255,0,0,0,0
"91-79-41-80","2957-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,50,0
"91-79-41-80","2957-001-01",81,1,20,15000,1,2,1,2,9,3,9,3,2,,,,,2,,,,5,0,0,5,0
"91-79-41-80","2957-001-01",83,1,140,40000,1,2,1,2,9,3,9,3,2,,,,,2,,,,30,0,0,40,0
"50-10-51-60","2958-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"50-10-51-60","2958-001-01",71,1,75,30000,1,2,1,2,9,1,9,1,2,,,,,2,,,,210,0,0,0,0
"50-10-51-60","2958-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"50-10-51-60","2958-001-01",84,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,40,0
"90-65-51-49","2959-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,0,0
"90-65-51-49","2959-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,40,0
"34-70-67-06","2960-001-01",71,1,90,30000,1,2,1,2,4,2,4,2,2,,,,,2,,,,150,0,0,0,0
"34-70-67-06","2960-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,7,0,0,3,0
"67-75-87-74","2962-001-01",71,1,50,50000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"08-98-55-43","2963-001-01",72,1,50,5000,1,2,1,2,5,2,5,2,2,,,,,2,,,,50,0,0,0,0
"08-98-55-43","2963-001-01",76,1,13,3000,1,2,1,2,9,2,16,2,2,,,,,2,,,,12,0,0,0,0
"89-30-02-67","2964-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"15-25-36-67","2983-001-01",71,1,45,12000,1,2,1,2,2,1,2,1,2,,,,,2,,,,120,0,0,45,0
"15-25-36-67","2983-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,10,0
"35-05-63-48","3037-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"35-05-63-48","3037-001-01",76,2,,,,,,,,,,,2,,,,,1,4,1,20000,60,0,0,0,0
"39-50-51-32","3038-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"39-50-51-32","3038-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,500,0,0,100,0
"39-50-51-32","3038-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"39-50-51-32","3038-001-01",76,1,10000,500000,1,,1,,16,4,16,4,2,,,,,2,,,,800,0,0,200,0
"39-50-51-32","3038-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,30,0
"39-50-51-32","3038-001-01",852,1,100,25000,1,,1,,16,4,16,4,2,,,,,2,,,,80,0,0,20,0
"39-36-43-12","3040-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,2850,0,0,350,0
"39-36-43-12","3040-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,1120,0,0,50,0
"89-42-62-02","3075-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,3021,0,0,100,0
"18-27-56-50","3076-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,10,0
"12-15-07-66","3091-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"81-32-17-94","3092-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"66-31-98-44","3095-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,360,0,0,0,0
"66-31-98-44","3095-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"93-36-30-05","3109-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,20,0
"93-36-30-05","3109-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,10,0
"93-36-30-05","3109-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"65-60-93-93","3114-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"18-57-18-84","3115-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"18-57-18-84","3115-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"69-54-28-67","3117-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,10,0
"69-54-28-67","3117-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,5,0
"06-70-18-54","3128-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,23,0,0,0,0
"90-08-06-64","3129-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"90-08-06-64","3129-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"90-08-06-64","3129-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"39-92-70-01","3134-001-01",73,2,,,,,,,,,,,2,,,,,1,1,4,6000,67,0,0,0,0
"96-64-64-18","3147-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,7,0,0,0,0
"96-64-64-18","3147-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"96-64-64-18","3147-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"96-64-64-18","3147-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"96-64-64-18","3147-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"96-64-64-18","3147-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"17-86-57-81","3148-001-01",851,2,,,,,,,,,,,2,,,,,1,4,10,5000,743,0,0,0,0
"62-65-17-39","3150-001-01",72,1,400,80000,5,6,2,,2,1,2,1,2,,,,,2,,,,300,0,0,100,0
"62-65-17-39","3150-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,10,0
"26-43-46-66","3154-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"81-00-58-34","3166-001-01",71,1,100,40000,1,,1,,9,2,9,2,2,,,,,2,,,,300,0,0,80,0
"81-00-58-34","3166-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"81-00-58-34","3166-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"29-45-42-37","3167-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"42-00-78-10","3168-001-01",71,1,330,126000,1,,1,,9,2,9,2,2,,,,,2,,,,360,0,0,0,0
"42-00-78-10","3168-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"44-11-82-58","3168-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"60-37-36-57","3171-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,315,0,0,0,0
"84-02-93-51","3172-001-01",71,2,,,,,,,,,,,2,,,,,1,5,10,10000,10,20,0,0,0
"23-81-85-47","3173-001-01",71,1,140,35000,1,,1,,5,2,5,2,2,,,,,2,,,,240,0,0,20,0
"02-50-88-11","3185-001-01",71,1,2000,400000,1,2,1,2,9,1,9,1,2,,,,,2,,,,1000,0,0,450,0
"02-50-88-11","3185-001-01",72,1,300,200000,1,2,1,2,9,1,9,1,2,,,,,1,1,1,20000,0,0,0,50,150
"02-50-88-11","3185-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"02-50-88-11","3185-001-01",75,1,4000,1000000,1,2,1,2,9,1,9,1,2,,,,,1,1,1,100000,150,0,0,50,0
"76-50-08-94","3186-001-01",71,1,225,45000,1,2,1,2,16,3,16,3,2,,,,,2,,,,120,0,0,30,0
"76-50-08-94","3186-001-01",72,1,180,20000,1,2,1,2,16,1,16,1,2,,,,,2,,,,125,0,0,55,0
"76-50-08-94","3186-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,26,0,0,4,0
"76-50-08-94","3186-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,18,0,0,0,0
"78-32-84-41","3187-001-01",71,2,,,,,,,,,,,1,20,1,2,,2,,,,148,0,0,0,0
"78-32-84-41","3187-001-01",75,1,120,45000,1,2,1,2,9,1,9,1,2,,,,,2,,,,30,0,0,0,0
"76-44-53-44","3188-001-01",71,1,1200,150000,1,,1,,3,1,1,1,2,,,,,2,,,,1140,0,0,60,0
"51-12-48-04","3189-001-01",71,1,300,15000,1,,1,,9,1,9,1,2,,,,,2,,,,70,0,0,100,0
"51-12-48-04","3189-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,110,0,0,30,0
"51-12-48-04","3189-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,130,0,0,0,0
"88-75-03-88","3189-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,120,0
"51-34-40-93","3190-001-01",71,1,19000,450000,1,2,1,2,9,1,9,1,2,,,,,2,,,,1900,0,0,100,0
"51-34-40-93","3190-001-01",76,1,180,150000,1,2,1,2,4,2,4,2,2,,,,,2,,,,15,0,0,5,0
"51-34-40-93","3190-001-01",79,1,250,200000,1,2,1,2,4,2,4,2,2,,,,,2,,,,30,0,0,20,0
"48-43-31-89","3191-001-01",71,1,168,45500,1,2,1,2,16,1,16,1,2,,,,,2,,,,540,0,0,0,0
"48-43-31-89","3191-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"48-43-31-89","3191-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"71-65-11-52","3192-001-01",71,1,756,4000,1,,1,2,16,1,16,1,2,,,,,2,,,,84,0,0,0,0
"71-65-11-52","3192-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"71-65-11-52","3192-001-01",75,1,1050,350000,1,2,1,2,16,1,16,1,2,,,,,2,,,,150,0,0,0,0
"69-32-86-52","3204-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"69-32-86-52","3204-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"69-32-86-52","3204-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"69-32-86-52","3204-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"96-05-32-13","3205-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,30,0
"22-66-04-87","3205-001-10",71,2,,,,,,,,,,,2,,,,,2,,,,23,0,0,7,0
"22-66-04-87","3205-001-10",72,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,15,0
"26-70-89-55","3207-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,13500,0
"26-70-89-55","3207-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,280,0
"26-70-89-55","3207-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,180,0
"26-70-89-55","3207-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,120,0
"26-70-89-55","3207-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,70,0
"26-70-89-55","3207-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,0,0,0,120,0
"09-76-80-66","3208-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,250,0,0,0,0
"00-02-43-54","3211-001-02",72,1,60,15000,1,,1,,9,1,9,1,2,,,,,2,,,,20,0,0,20,0
"44-17-25-08","3223-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,20,0
"44-17-25-08","3223-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,46,0,0,20,0
"44-17-25-08","3223-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,26,0
"13-80-08-37","3225-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,480,0,0,0,0
"07-11-53-33","3229-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,24,0,0,0,0
"41-59-20-52","3230-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,28,0,0,0,0
"41-59-20-52","3230-001-01",72,1,36,36000,1,,1,,2,1,2,1,2,,,,,2,,,,20,0,0,0,0
"28-52-66-87","3242-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"28-52-66-87","3242-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,100
"05-64-48-41","3243-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"24-27-63-88","3245-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"07-56-54-18","3262-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,175,0,0,0,0
"71-53-32-34","3263-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"71-53-32-34","3263-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"11-13-37-02","3265-001-01",71,1,500,60000,1,,1,2,16,3,16,3,2,,,,,2,,,,100,0,0,0,0
"11-13-37-02","3265-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,900,0
"97-89-67-15","3268-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"97-89-67-15","3268-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,150,0
"60-62-46-17","3305-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,60,0
"60-62-46-17","3305-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,45,0
"86-36-32-76","3305-001-04",71,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,60,0
"90-79-01-95","3360-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,84,0,0,0,0
"90-79-01-95","3360-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"17-79-46-66","3362-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"62-47-91-69","3377-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,13,0,0,3,0
"93-04-12-36","3378-001-01",39,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,20,0
"93-04-12-36","3378-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,10,0
"93-04-12-36","3378-001-01",205,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"79-29-36-72","3387-001-01",71,2,,,,,,,,,,,2,,,,,1,4,7,100000,25,0,0,0,0
"79-29-36-72","3387-001-01",74,2,,,,,,,,,,,2,,,,,1,4,8,30000,5,0,0,0,0
"84-92-14-03","3387-001-03",71,1,75,50000,1,,1,,2,1,2,1,2,,,,,2,,,,45,0,0,30,0
"22-32-62-13","3437-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,84,0,0,0,0
"89-97-86-40","3452-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,10,0
"66-71-90-73","3470-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"97-85-50-18","3471-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,15,0
"04-68-39-66","3477-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"25-21-14-19","3477-001-03",70,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,5,0
"25-21-14-19","3477-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,138,0,0,22,0
"25-21-14-19","3477-001-03",80,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,20,0
"31-48-87-39","3489-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,80,0
"31-48-87-39","3489-001-03",74,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,10,0
"70-78-01-00","3490-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"57-73-74-66","3496-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,12,0
"56-39-47-01","3511-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"96-22-91-01","3546-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,10,0
"19-39-89-59","3549-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,20,0
"74-75-91-79","3553-001-03",76,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,200,0
"32-17-78-07","3586-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,20,0
"81-86-14-73","3603-001-01",73,2,,,,,,,,,,,2,,,,,1,1,3,200000,200,0,0,60,0
"81-86-14-73","3603-001-01",74,1,100,200000,1,2,1,2,9,2,9,2,2,,,,,1,1,3,200000,50,1,0,5,0
"09-31-93-25","3605-001-01",74,1,100,36000,1,,1,,16,1,16,1,2,,,,,2,,,,40,0,0,10,0
"11-40-56-85","3607-001-01",71,1,169,45000,1,2,1,2,9,1,9,1,2,,,,,2,,,,364,0,0,0,0
"11-40-56-85","3607-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"11-40-56-85","3607-001-01",74,1,120,35000,1,2,1,2,9,1,9,1,2,,,,,2,,,,85,0,0,30,0
"11-40-56-85","3607-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,1,0,0,0,0
"46-48-20-19","3608-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"46-48-20-19","3608-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,100,0
"35-55-95-51","3609-001-02",73,2,,,,,,,,,,,2,,,,,1,2,2,10000,20,0,0,3,0
"65-52-91-16","3610-001-01",73,1,12,10000,1,2,1,2,9,2,0,,2,,,,,2,,,,8,0,0,6,0
"65-52-91-16","3610-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,12,0
"65-52-91-16","3610-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,6,0
"65-52-91-16","3610-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,16,0,0,8,0
"21-35-87-24","3627-001-01",73,2,,,,,,,,,,,2,,,,,1,1,2,20000,500,0,0,400,0
"21-35-87-24","3627-001-01",80,2,,,,,,,,,,,2,,,,,1,1,2,3000,70,0,0,40,0
"88-20-31-17","3641-001-01",71,1,630,140000,1,2,1,2,9,1,9,1,2,,,,,2,,,,738,0,0,0,0
"58-58-82-68","3643-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"58-58-82-68","3643-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"08-34-40-96","3644-001-01",71,1,1200,120000,1,2,1,2,16,1,16,1,2,,,,,1,1,3,40000,600,0,0,200,98
"08-34-40-96","3644-001-01",81,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"08-34-40-96","3644-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"08-34-40-96","3644-001-01",204,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"48-70-78-56","3645-001-01",67,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"48-70-78-56","3645-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"48-70-78-56","3645-001-01",71,1,1073,168000,1,4,1,4,9,2,0,,2,,,,,2,,,,460,0,0,0,0
"48-70-78-56","3645-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"69-15-49-57","3646-001-01",71,1,300,80000,1,,1,,4,1,4,1,2,,,,,1,5,1,4000,60,0,0,0,0
"28-62-38-35","3647-001-01",71,1,1500,300000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"34-78-01-69","3648-001-01",71,1,630,210000,1,,1,,9,1,9,1,2,,,,,2,,,,540,0,0,0,0
"37-00-59-02","3662-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,32,0,0,0,0
"37-00-59-02","3662-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,200,0
"57-29-56-03","3663-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,18,0,0,0,0
"73-54-93-25","3666-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"73-54-93-25","3666-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"73-54-93-25","3666-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,5,0
"33-22-49-70","3667-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,9,0,0,6,0
"33-22-49-70","3667-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,1,0,0,0,0
"97-63-96-06","3667-001-03",70,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,0,0
"97-63-96-06","3667-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"34-30-09-00","3686-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"34-30-09-00","3686-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"97-67-30-88","3687-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,30,0
"97-67-30-88","3687-001-01",73,2,,,,,,,,,,,2,,,,,1,4,2,5000,10,0,0,5,0
"98-73-63-70","3700-001-04",852,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"99-07-17-06","3702-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"06-37-92-79","3717-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,350,0,0,0,0
"06-37-92-79","3717-001-01",72,2,,,,,,,,,,,2,,,,,1,1,5,8750,10,0,0,15,0
"06-37-92-79","3717-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"29-48-35-09","3718-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,0,0
"29-48-35-09","3718-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"24-81-45-05","3719-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
"24-81-45-05","3719-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"84-70-04-13","3720-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"84-70-04-13","3720-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,710,0,0,0,0
"84-70-04-13","3720-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,430,0,0,0,0
"67-16-45-78","3721-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"67-16-45-78","3721-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"46-79-04-89","3722-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"94-01-95-71","3723-001-01",71,1,840,210000,1,2,1,,9,2,9,2,2,,,,,1,1,1,36000,240,0,0,24,0
"94-01-95-71","3723-001-01",73,1,20,2000,1,2,1,,4,2,4,2,2,,,,,1,1,4,16000,120,0,0,100,0
"94-01-95-71","3723-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"94-01-95-71","3723-001-01",75,2,,,,,,,,,,,2,,,,,1,4,5,110000,50,0,0,60,0
"26-38-86-97","3723-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"44-69-31-70","3724-001-01",71,1,25,15000,1,2,1,2,2,2,2,3,2,,,,,2,,,,45,0,0,0,0
"44-69-31-70","3724-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"44-69-31-70","3724-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"86-99-26-34","3737-001-02",80,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,1,0
"55-51-32-87","3738-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,40,0
"69-36-36-13","3739-001-01",71,1,221,51000,1,4,1,4,2,1,2,1,2,,,,,2,,,,39,0,0,0,0
"98-58-55-76","3740-001-01",73,2,,,,,,,,,,,2,,,,,1,1,2,20000,1112520,0,0,4380,0
"45-98-24-04","3741-001-04",71,1,90,60000,1,2,1,2,9,1,9,1,2,,,,,2,,,,27,0,0,18,0
"19-82-60-37","3742-001-01",71,1,100,50000,2,,2,,9,2,9,2,2,,,,,1,1,1,10000,70,0,0,0,0
"19-82-60-37","3742-001-01",73,2,,,,,,,,,,,2,,,,,1,1,2,5000,100,0,0,100,0
"19-82-60-37","3742-001-01",80,2,,,,,,,,,,,2,,,,,1,1,1,2000,20,0,0,10,0
"78-14-25-28","3743-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,165,0,0,120,0
"78-14-25-28","3743-001-01",851,1,6,12000,1,,1,,2,1,0,,2,,,,,2,,,,4,0,0,0,0
