"interview__key","y5_hhid","plot_id","cropid","ag4b_01","ag4b_02","ag4b_03","ag4b_04","ag4b_05","ag4b_06","ag4b_08","ag4b_10_1","ag4b_10_2","ag4b_10a_1","ag4b_10a_2","ag4b_10b","ag4b_10c_1","ag4b_10c_2","ag4b_12","ag4b_13_1","ag4b_13_2","ag4b_17","ag4b_18","ag4b_19","ag4b_20","ag4b_21","ag4b_22","ag4b_23","ag4b_24_1","ag4b_24_2","ag4b_25","ag4b_26","ag4b_27","ag4b_28","ag4b_29","ag4b_30_1","ag4b_30_2"
"14-48-48-94","2180-001-01",1,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,2,1,0,,,2,1,5000,4,1,1,3,1,,0.5,2,,2,2,1,,,108,30000,1,2
"82-21-30-39","2181-001-01",1,11,1,,,1,2,"SEDECO",1,2.5,1,0,,,2.5,1,20000,9,2,2,,1,,1.5,2,,12,1,1,,,200,80000,1,
"82-21-30-39","2181-001-01",1,31,1,,,1,2,"40",2,40,1,40,1,2,0,,,,,2,,1,,1.5,2,,12,1,1,,,200,160000,1,
"09-99-32-01","2182-001-01",1,11,1,,,2,,"MBEGU YA ASILI YA MAHINDI",2,4,1,0,,,4,1,18000,4,1,1,3,1,,0.5,1,4,2,2,1,,,120,35000,1,
"81-89-19-21","2183-001-01",1,11,1,,,1,2,"MBEGU MBORA ZILIZOTUMIKA TENA",3,9,1,9,1,3,0,,,,,2,,1,,0.5,2,,12,1,1,,,360,90000,1,
"81-89-19-21","2183-001-01",1,31,1,,,1,2,"MBEGU YA ASILI",2,8,1,8,1,2,0,,,,,2,,1,,0.5,2,,12,1,1,,,80,160000,1,
"81-89-19-21","2183-001-01",2,11,1,,,1,2,"MBEGU BORA ILIYOTUMIKA TENA",3,8,1,8,1,3,0,,,,,2,,1,,0.5,2,,12,1,1,,,240,60000,1,
"81-89-19-21","2183-001-01",2,31,1,,,1,2,"MBEGU YA ASILI",2,6,1,6,1,2,0,,,,,2,,1,,0.5,2,,12,1,1,,,40,80000,1,
"97-20-56-67","2184-001-01",1,11,2,2,3,1,2,"MBEGU YA ASILI YA MAHINDI",2,2,1,0,,,2,2,3000,4,1,2,,1,,0.5,1,4,2,2,1,,,40,20000,1,
"01-60-89-94","2185-001-01",1,11,1,,,1,2,"MBEGU YA ASILI",2,15,1,15,1,2,0,,,,,2,,1,,2,2,,1,2,1,,,480,120000,1,
"01-60-89-94","2185-001-01",1,31,1,,,1,2,"MBEGU YA ASILI",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,12,1,1,,,340,580000,1,
"50-12-34-35","2197-001-01",3,11,1,,,1,2,"MBEGU YA ASILI",2,40,1,40,1,2,0,,,,,2,,1,,6,2,,1,2,1,,,2160,800000,1,
"50-12-34-35","2197-001-01",3,31,2,1,4,1,2,"MBEGU YA ASILI",2,10,1,0,,,10,1,20000,2,1,2,,1,,0.25,2,,1,2,1,,,60,150000,1,
"56-62-89-78","2199-001-01",1,31,2,2,1,2,,"MBEGU YA ASILI YA MAHARAGE",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,2,2,1,,,360,96000,2,
"97-95-25-48","2200-001-01",1,31,2,1,1,2,,"MAHARAGE YA NJANO",2,2,2,2,2,2,0,,,,,1,2,1,,5,2,,1,12,1,,,240,480000,1,2
"14-73-22-19","2201-001-01",1,13,1,,,2,,"MTAMA MWEKUNDU",3,5,1,5,1,3,0,,,,,2,,1,,1,2,,8,7,1,,,500,175000,1,
"56-10-08-70","2204-001-01",1,11,1,,,1,2,"KIENYEJI",2,10,1,0,,,10,1,5000,5,2,2,,1,,1.7,1,9,4,3,1,,,120,18000,1,
"56-10-08-70","2204-001-01",1,31,1,,,1,2,"KIENYEJI",2,15,1,0,,,15,1,15000,5,2,2,,1,,1.7,1,9,2,2,1,,,40,24000,1,
"81-50-48-56","2217-001-02",1,11,1,,,1,2,"MAHINDI MAREFU",2,35,1,35,1,2,0,,,,,2,,1,,2.5,2,,12,1,1,,,432,120000,1,2
"81-50-48-56","2217-001-02",1,31,1,,,1,2,"MAHARAGE YA  NJANO",2,25,1,25,1,2,0,,,,,2,,1,,2.5,2,,1,2,1,,,240,240000,1,2
"84-58-41-51","2218-001-01",1,11,2,1,1,1,2,"ASILI",2,0.25,1,0.25,1,2,0,,,,,2,,1,,0.2,2,,2,2,1,,,10,2500,1,2
"84-58-41-51","2218-001-01",1,31,2,1,1,1,2,"MAHAHARAGE YA NJANO",2,1.5,1,1.5,1,2,0,,,,,2,,1,,0.2,2,,12,1,1,,,20,25000,1,2
"84-58-41-51","2218-001-01",3,11,2,1,1,1,2,"ASILI",2,0.25,1,0.25,1,2,0,,,,,2,,1,,0.2,2,,4,4,1,,,20,5000,1,2
"84-58-41-51","2218-001-01",3,31,2,1,1,1,2,"MAHARAGE YA NJANO",2,10,1,10,1,2,0,,,,,2,,1,,0.2,2,,2,2,1,,,50,50000,1,2
"84-58-41-51","2218-001-01",7,11,1,,,2,,"ASILI",2,1.25,1,1.25,1,2,0,,,,,2,,1,,0.25,2,,4,4,1,,,100,25000,1,2
"55-19-95-16","2219-001-01",3,11,2,2,1,1,2,"SEEDCO",1,1.5,1,1.5,1,1,0,,,,,2,,1,,1.5,2,,3,3,1,,,90,50000,1,3
"55-19-95-16","2219-001-01",4,31,1,,,2,,"MANYURA",1,20,1,20,1,1,0,,,,,2,,1,,2,2,,6,6,1,,,160,80000,1,3
"91-90-18-92","2220-001-01",1,31,1,,,1,2,"MCHANGANYIKO",2,4,1,0,,,4,1,6000,4,1,2,,1,,0.5,2,,4,4,1,,,250,375000,1,
"91-90-18-92","2220-001-01",5,31,1,,,2,,"MCHANGANYIKO",2,4,1,0,,,4,1,6000,4,1,2,,1,,0.5,2,,5,5,1,,,100,150000,1,
"05-40-62-63","2221-001-01",1,11,1,,,1,2,"KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,1,1,1,,,150,52500,1,
"05-40-62-63","2221-001-01",4,11,1,,,2,,"KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,1,1,1,,,106,42000,1,2
"24-15-17-33","2222-001-01",1,11,1,,,1,2,"MAHINDI",2,10,1,10,1,2,0,,,,,2,,1,,1.5,2,,2,2,1,,,300,90000,1,2
"24-15-17-33","2222-001-01",1,31,1,,,1,2,"MAHARAGE",2,2,2,2,2,2,0,,,,,1,6,1,,1.5,1,2,2,2,1,,,370,210000,1,2
"24-15-17-33","2222-001-01",2,11,1,,,1,2,"MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,0.25,2,,2,2,1,,,110,30000,1,2
"24-15-17-33","2222-001-01",2,25,2,2,1,1,2,"MAGIMBI",2,1,1,1,1,2,0,,,,,2,,1,,0.1,2,,2,2,1,,,350,120000,1,2
"24-15-17-33","2222-001-01",2,31,1,,,1,2,"MAHARAGE",2,1,2,1,2,2,0,,,,,2,,1,,0.25,2,,2,2,1,,,100,100000,1,2
"24-15-17-33","2222-001-01",4,11,1,,,2,,"MAHINDI",2,1,5,1,5,2,0,,,,,1,6,1,,0.5,1,2,2,2,1,,,130,40000,1,2
"24-15-17-33","2222-001-01",5,11,1,,,1,2,"MAHINDI",2,7,1,7,1,2,0,,,,,2,,1,,0.25,2,,2,2,1,,,20,30000,1,2
"24-15-17-33","2222-001-01",5,31,1,,,1,2,"MAHARAGE",2,15,1,15,1,2,0,,,,,2,,1,,0.25,2,,2,2,1,,,45,72000,1,2
"24-15-17-33","2222-001-01",7,11,1,,,1,2,"MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,25,32000,1,2
"24-15-17-33","2222-001-01",7,31,1,,,1,2,"MAHARAGE",2,1,2,1,2,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,85,150000,1,2
"24-15-17-33","2222-001-01",8,11,1,,,1,2,"MAHINDI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,100,30000,1,2
"24-15-17-33","2222-001-01",8,31,1,,,1,2,"MAHARAGE",2,1,2,1,2,2,0,,,,,2,,1,,1,2,,2,2,1,,,400,720000,1,2
"24-15-17-33","2222-001-01",9,11,1,,,1,2,"MAHINDI",2,8,1,8,1,2,0,,,,,1,6,2,3,,,,,,,,,,,,
"24-15-17-33","2222-001-01",9,31,1,,,1,2,"MAHARAGE",2,1,2,1,2,2,0,,,,,1,6,2,3,,,,,,,,,,,,
"21-66-19-79","2235-001-01",1,31,1,,,1,2,"KIENYEJI",2,2,1,2,1,2,0,,,,,2,,1,,0.5,2,,11,12,1,,,40,70000,2,
"21-66-19-79","2235-001-01",2,31,2,2,4,2,,"KIENYEJI",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.5,2,,11,12,1,,,20,35000,2,
"21-66-19-79","2235-001-01",3,31,1,,,1,2,"KIENYEJI",2,1.5,1,1.5,1,2,0,,,,,2,,1,,0.5,2,,11,11,1,,,20,35000,2,
"00-11-58-55","2236-001-02",1,11,2,2,1,2,,"MAHINDI",2,1,1,0,,,1,1,2000,16,1,2,,1,,0.1,1,1,12,1,1,,,80,60000,1,
"33-40-18-38","2238-001-01",1,11,1,,,1,2,"NYANDI",3,0.5,1,0.5,1,3,0,,,,,2,,1,,0.5,2,,11,11,1,,,50,18000,1,
"33-40-18-38","2238-001-01",2,11,2,1,4,1,2,"NYANDI",3,1,1,1,1,3,0,,,,,2,,1,,0.5,2,,11,11,1,,,30,15000,1,
"33-40-18-38","2238-001-01",2,31,1,,,1,2,"MARIALINDA",2,1,3,1,1,2,0,,,,,2,,1,,0.5,2,,11,11,1,,,35,8000,1,
"33-40-18-38","2238-001-01",3,11,1,,,1,2,"NYANDI",3,2,1,2,1,3,0,,,,,2,,1,,0.5,2,,11,11,1,,,15,5000,1,
"00-38-57-23","2239-001-01",1,31,2,2,1,1,2,"ASILI",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,12,1,1,,,34,20000,1,
"74-49-80-07","2239-001-03",1,22,2,1,1,1,2,"ASILI",2,60,1,0,,,0,,,,,2,,1,,0.25,2,,10,0,2,11,5,105,70000,1,
"74-49-80-07","2239-001-03",1,31,1,,,1,2,"ASILI",1,15,1,15,1,2,0,,,,,2,,1,,2,2,,10,11,1,,,72,80000,1,
"33-71-74-27","2241-001-01",1,31,1,,,2,,"MAHARAGE. MEKUNDU",2,3,1,0,,,3,1,3600,9,2,2,,1,,1,2,,1,1,1,,,60,75000,1,2
"31-14-86-01","2242-001-01",1,31,1,,,1,1,"MAHARAGE MEKUNDU",3,2,1,2,1,3,0,,,,,2,,1,,0.5,2,,10,10,1,,,20,40000,1,2
"53-95-94-12","2254-001-01",1,11,2,2,1,2,,"MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,0.1,1,1,1,1,1,,,40,30000,1,
"53-95-94-12","2254-001-01",1,31,2,2,1,2,,"MAHARAGE",2,20,1,20,1,2,0,,,,,2,,1,,0.1,1,1,1,1,1,,,60,60000,1,
"74-70-00-93","2255-001-01",3,998,1,,,2,,"MIGOMBA YA ASILI",2,200,5,0,,,0,,,,,2,,1,,0.5,2,,1,0,2,99,80,1800,3600000,1,2
"93-31-89-76","2256-001-01",2,31,2,1,1,1,2,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,0.2,2,,7,7,1,,,54,48000,1,
"79-86-31-64","2256-001-03",2,11,2,1,1,1,2,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.37,2,,2,2,1,,,60,30000,1,2
"79-86-31-64","2256-001-03",2,31,2,1,1,1,2,"ASILI",2,5,1,5,1,2,0,,,,,2,,1,,0.37,2,,1,2,1,,,240,240000,1,2
"79-86-31-64","2256-001-03",2,37,1,,,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.12,2,,2,3,1,,,15,45000,1,2
"79-86-31-64","2256-001-03",2,43,2,1,1,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.12,2,,2,2,1,,,10,30000,1,2
"30-93-95-65","2257-001-01",1,31,2,2,4,1,2,"MCHANGANYIKO",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,180,100000,1,2
"30-93-95-65","2257-001-01",1,37,1,,,1,2,"NJEGERE",2,5,1,5,1,2,0,,,,,2,,1,,0.3,2,,2,2,1,,,20,50000,1,2
"30-93-95-65","2257-001-01",3,11,2,1,4,1,2,"SEEDCO",3,2,1,1,1,3,0,,,,,2,,1,,0.5,2,,2,2,1,,,326,90000,1,2
"30-93-95-65","2257-001-01",3,31,1,,,1,2,"ROSEKOKO",2,10,1,10,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,300,300000,1,2
"14-19-73-23","2258-001-01",1,31,2,2,1,2,,"KIENYEJI",2,7,1,7,1,2,0,,,,,2,,1,,0.5,2,,1,2,1,,,70,35000,1,
"80-56-51-76","2259-001-01",1,11,2,1,8,1,2,"MAHINDI",2,1,1,1,1,2,0,,,,,2,,1,,0.2,2,,1,2,1,,,20,8000,1,2
"80-56-51-76","2259-001-01",1,31,2,3,8,1,2,"MAHARAGE",2,5,1,5,1,2,0,,,,,2,,1,,0.4,2,,5,6,1,,,80,48000,1,2
"80-56-51-76","2259-001-01",3,11,2,1,1,1,2,"MAHARAGE",2,2,1,2,1,2,0,,,,,2,,1,,0.35,2,,2,3,1,,,45,20000,1,2
"80-56-51-76","2259-001-01",3,31,2,2,1,1,2,"MAHARAGE",2,3,1,3,1,2,0,,,,,1,3,1,,0.5,1,4,12,2,1,,,70,42000,1,2
"16-88-52-77","2260-001-01",1,11,1,,,1,2,"SEEDCO",3,2,1,2,1,3,0,,,,,2,,1,,1,2,,12,1,1,,,140,35000,1,
"16-88-52-77","2260-001-01",1,31,1,,,1,2,"ROSEKOKO",3,20,1,20,1,3,0,,,,,2,,1,,1.5,2,,2,3,1,,,100,75000,1,
"83-01-75-41","2295-001-01",2,32,1,,,2,,"ZA KAWAIDA",2,1,1,0,,,1,1,4000,16,5,2,,2,2,,,,,,,,,,,,
"85-96-93-02","2316-001-01",4,12,1,,,2,,"ASILI",2,2,1,0,,,0,,,,,2,,2,2,,,,,,,,,,,,
"57-18-13-69","2360-001-01",1,998,2,3,1,2,,"MBEGU ZA ASILI",2,1,4,0,,,0,,,,,2,,1,,0.25,2,,11,0,2,30,20,80,64000,1,
"88-73-79-17","2521-001-01",2,11,2,2,4,1,2,"MBEGU YA ASILI YA MAHINDI",2,10,1,10,1,2,0,,,,,1,4,1,,0.5,1,4,2,2,1,,,20,16000,1,
"88-73-79-17","2521-001-01",2,43,2,3,4,1,2,"MBEGU YA ASILI YA KARANGA",2,10,1,10,1,2,0,,,,,2,,1,,0.5,2,,3,4,1,,,60,150000,1,
"59-63-78-89","2527-001-07",1,11,1,,,2,,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.5,2,,3,3,1,,,120,40000,1,2
"59-63-78-89","2527-001-07",3,31,1,,,2,,"MWOLO",2,1,1,0,,,1,1,2500,4,1,2,,1,,0.2,2,,12,12,1,,,5,10000,1,2
"81-85-70-18","2615-001-01",2,23,1,,,2,,"OBAMA",2,40,1,0,,,40,1,28000,9,1,2,,1,,0.5,2,,1,1,1,,,300,168000,1,
"47-38-94-74","2616-001-01",1,11,2,2,1,1,2,"HYBRID 613",1,2,1,0,,,2,1,9000,16,1,2,,2,2,,,,,,,,,,,,
"47-47-77-47","2618-001-01",2,11,1,,,2,,"PAYONEA",1,10,1,0,,,10,1,120000,16,2,2,,1,,1,2,,4,4,1,,,1800,600000,1,
"86-05-32-23","2620-001-01",3,11,1,,,2,,"614 D",1,3,1,0,,,3,1,27000,16,1,2,,1,,1,2,,4,4,1,,,1404,585000,1,2
"33-87-64-65","2621-001-01",1,23,1,,,1,2,"MWANAMKE MREMBO",2,3,2,3,2,2,0,,,,,2,,1,,1,2,,1,1,1,,,560,336000,1,2
"33-87-64-65","2621-001-01",1,31,1,,,1,2,"ROSE KOKO",2,1,2,1,2,2,0,,,,,2,,1,,1,2,,2,2,1,,,150,300000,1,2
"33-87-64-65","2621-001-01",2,23,1,,,2,,"OBAMA",2,200,1,0,,,200,1,100000,2,1,2,,1,,3,2,,1,1,1,,,20000,11200000,1,2
"61-66-70-26","2634-001-01",2,11,1,,,2,,"DK53",1,3,1,0,,,3,1,18000,16,1,2,,1,,1,2,,3,3,1,,,324,180000,1,
"61-66-70-26","2634-001-01",3,11,1,,,2,,"DK53",1,3,1,0,,,3,1,18000,16,1,2,,1,,1.25,2,,3,3,1,,,216,120000,1,
"51-21-65-29","2635-001-01",1,11,1,,,2,,"HI BRIDGE",1,1.5,1,0,,,1.5,1,9000,16,1,2,,1,,0.25,2,,2,2,1,,,216,144000,1,2
"51-21-65-29","2635-001-01",2,11,1,,,2,,"HI BRIDGE",1,2,1,0,,,2,1,15000,16,1,2,,1,,0.5,2,,2,2,1,,,216,144000,1,2
"87-28-67-89","2637-001-01",1,11,1,,,2,,"614D",1,4,1,0,,,4,1,24000,16,1,2,,1,,1,2,,1,2,1,,,324,270000,1,
"87-28-67-89","2637-001-01",2,11,1,,,2,,"614D",1,1,1,0,,,1,1,12000,16,1,2,,1,,0.25,2,,2,2,1,,,162,135000,1,
"33-23-50-35","2638-001-01",1,11,1,,,2,,"HIGH BRIDGE",1,1,1,0,,,1,1,15000,16,1,2,,1,,1,2,,2,2,1,,,120,90000,1,
"33-23-50-35","2638-001-01",2,11,1,,,2,,"HIGH BRIDGE",1,2,1,0,,,2,1,30000,16,1,2,,1,,1,2,,2,2,1,,,120,90000,1,
"65-03-17-07","2639-001-01",1,11,1,,,2,,"HYBRID 14",1,1.5,1,0,,,1.5,1,12000,16,2,2,,2,2,,,,,,,,,,,,
"65-03-17-07","2639-001-01",2,11,1,,,2,,"HYBRID 14",1,1.5,1,0,,,1.5,1,12000,16,2,2,,2,2,,,,,,,,,,,,
"01-89-35-76","2640-001-01",1,11,1,,,2,,"KISASA",1,3,1,0,,,3,1,18000,16,2,2,,1,,0.1,1,2,3,3,1,,,240,96000,1,
"01-89-35-76","2640-001-01",1,25,2,1,8,2,,"KIENYEJI",2,15,1,15,1,2,0,,,,,2,,1,,0.2,2,,3,3,1,,,60,16000,1,2
"18-61-60-45","2654-001-01",1,11,1,,,1,2,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,1,1,2,2,1,,,72,20000,1,
"18-61-60-45","2654-001-01",1,34,1,,,1,2,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,1,1,1,2,2,1,,,20,20000,1,
"24-22-77-12","2655-001-01",1,11,1,,,1,2,"PAONEA",1,16,1,0,,,16,1,104000,9,3,2,,1,,10,1,1,2,2,1,,,40,12000,1,
"24-22-77-12","2655-001-01",1,31,1,,,1,2,"SOYA",2,54,1,0,,,54,1,135000,9,2,2,,2,3,,,,,,,,,,,,
"47-19-86-88","2672-001-02",1,31,2,2,1,2,,"KIJIVU",2,1,1,0,,,1,1,2000,4,1,2,,1,,0.5,2,,4,4,1,,,18,28000,2,
"50-32-82-32","2673-001-01",1,11,2,2,8,1,2,"HI BRIDGE",1,6,1,0,,,6,1,33000,16,1,2,,1,,1,2,,12,1,1,,,378,210000,1,
"50-32-82-32","2673-001-01",1,31,2,2,1,1,2,"MKE MWEMA",2,8,1,8,1,2,0,,,,,2,,1,,1,2,,10,11,1,,,80,112000,1,
"13-28-91-73","2674-001-01",1,11,1,,,1,2,"HYBREAD",1,2,1,0,,,2,1,12000,4,2,2,,1,,0.5,2,,2,2,1,,,120,48000,,
"13-28-91-73","2674-001-01",1,31,1,,,1,2,"KAKI",1,4,1,4,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,36,36000,,
"20-33-96-80","2675-001-01",1,11,2,1,8,2,,"KITALE 614",3,1,1,1,1,1,0,,,,,2,,1,,0.1,2,,1,2,1,,,40,16000,1,2
"20-33-96-80","2675-001-01",2,11,1,,,2,,"KITALE 614",1,6,1,0,,,6,1,33000,16,4,2,,1,,0.5,2,,2,2,1,,,900,450000,1,2
"84-24-88-24","2676-001-01",1,11,1,,,1,2,"HIGH BRID 628",1,2,1,0,,,2,1,22000,16,1,2,,1,,2,2,,1,1,1,,,216,120000,1,
"84-24-88-24","2676-001-01",1,31,2,2,4,1,2,"MBEGU ZA ASILI",2,1,1,0,,,1,1,2000,16,1,2,,1,,0.5,2,,12,1,1,,,20,20000,1,
"50-01-22-99","2696-001-01",1,25,2,1,4,1,2,"MAGIMBI",2,20,1,0,,,0,,,,,2,,1,,0.13,2,,1,0,2,60,50,20,10000,1,
"23-46-30-52","2711-001-01",1,12,1,,,2,,"JAPAN",1,40,1,0,,,40,1,80000,9,2,2,,1,,2,2,,2,2,1,,,7000,4000000,1,
"23-46-30-52","2711-001-01",3,11,1,,,2,,"DK",1,8,1,0,,,8,1,96000,16,2,2,,1,,2,2,,2,2,1,,,3564,1200000,1,
"89-50-33-81","2714-001-01",1,11,1,,,2,,"MBEGU BORA",1,15,1,15,1,1,15,1,22000,16,4,2,,2,2,,,,,,,,,,,,
"89-50-33-81","2714-001-01",2,12,1,,,2,,"JAPAN 64",1,20,1,0,,,20,1,20000,16,4,2,,2,2,,,,,,,,,,,,
"89-50-33-81","2714-001-01",3,100,1,,,2,,"MBEGU YA KIENYEJI",2,15,1,0,,,15,1,18000,16,4,2,,2,2,,,,,,,,,,,,
"33-55-50-67","2714-001-04",1,12,1,,,2,,"JAPAN 64",1,20,1,0,,,20,1,20000,16,4,2,,2,2,,,,,,,,,,,,
"33-55-50-67","2714-001-04",2,12,1,,,2,,"UREA",1,50,1,50,1,1,50,1,56000,16,4,2,,2,2,,,,,,,,,,,,
"84-67-51-77","2715-001-01",1,12,2,2,1,2,,"KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,0.5,2,,4,4,1,,,390,240000,1,
"84-67-51-77","2715-001-01",2,12,1,,,2,,"SARO",1,10,1,0,,,10,1,20000,16,3,2,,1,,0.2,2,,4,4,1,,,520,320000,2,
"57-47-30-23","2716-001-01",2,11,1,,,2,,"MBEGU YA CHAPA SIMBA",1,20,1,20,1,1,0,,,,,2,,2,2,,,,,,,,,,,,
"98-76-92-34","2717-001-01",1,11,1,,,2,,"SEEDCO",2,4,1,0,,,4,1,2000,16,1,2,,1,,0.2,1,2,1,1,1,,,36,16000,1,2
"98-76-92-34","2717-001-01",3,11,1,,,2,,"SEEDCO",2,1,1,1,1,2,0,,,,,2,,1,,0.1,2,,1,1,1,,,10,3500,1,2
"31-77-47-70","2735-001-01",1,12,1,,,2,,"SARO",2,115,1,0,,,115,1,140000,8,3,2,,1,,2,2,,2,2,1,,,5250,5775000,1,
"97-82-85-81","2888-001-02",1,11,1,,,1,2,"MAHINDI",2,1,1,0,,,1,1,1200,16,2,2,,2,2,,,,,,,,,,,,
"63-23-37-67","2888-001-04",1,11,2,1,1,1,2,"MAHINDI",2,1,1,0,,,1,1,1000,2,1,2,,2,2,,,,,,,,,,,,
"91-79-41-80","2957-001-01",1,11,1,,,2,,"SIDCO",1,4,1,0,,,4,1,24000,9,3,2,,1,,1,2,,3,3,1,,,400,120000,1,2
"91-79-41-80","2957-001-01",3,11,1,,,2,,"SIDCO",1,2,1,0,,,2,1,12000,9,3,2,,1,,0.25,2,,3,3,1,,,400,120000,1,2
"91-79-41-80","2957-001-01",4,11,1,,,2,,"SIDCO",1,3,1,0,,,3,1,18000,9,3,2,,1,,0.25,2,,3,3,1,,,400,120000,1,2
"50-10-51-60","2958-001-01",2,11,1,,,2,,"HIGH BRIDGE",1,2,1,0,,,2,1,12000,16,2,2,,1,,0.25,2,,2,2,1,,,216,60000,1,2
"50-10-51-60","2958-001-01",3,11,1,,,2,,"HIGH BRIDGE",1,2,1,0,,,2,1,12000,16,2,2,,1,,0.25,2,,2,2,1,,,162,45000,1,2
"90-65-51-49","2959-001-01",1,11,1,,,1,2,"DKA 853",1,2,1,0,,,2,1,13000,16,3,2,,1,,0.25,2,,4,4,1,,,300,75000,1,2
"90-65-51-49","2959-001-01",1,31,1,,,1,2,"MBEGU ZA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,0.25,2,,3,3,1,,,40,50000,1,2
"34-70-67-06","2960-001-01",1,11,2,2,1,2,,"HIGH BRIDGE",1,2,1,0,,,2,1,15000,4,2,2,,1,,0.5,2,,2,2,1,,,324,90000,1,2
"34-70-67-06","2960-001-01",1,31,2,2,4,2,,"PUNDA",2,5,1,0,,,5,1,5000,4,2,2,,1,,0.3,1,1,9,9,1,,,20,20000,2,
"71-25-33-16","2961-001-01",3,11,1,,,1,2,"HIGH BRIDGE",1,2,1,0,,,2,1,12000,16,3,2,,1,,0.25,2,,2,3,1,,,180,45000,1,2
"71-25-33-16","2961-001-01",3,31,1,,,1,2,"MBEGU ZA ASILI",2,1,1,1,1,2,0,,,,,2,,1,,0.25,2,,11,11,1,,,10,10000,1,2
"71-25-33-16","2961-001-01",4,11,1,,,2,,"HIGH BRIDGE",1,2,1,0,,,2,1,12000,16,3,2,,1,,0.25,2,,2,3,1,,,300,75000,1,2
"67-75-87-74","2962-001-01",1,31,1,,,2,,"MBEGU YA MAHARAGE",3,4,1,4,1,1,0,,,,,2,,1,,0.15,2,,9,9,1,,,60,54000,1,
"36-05-18-27","3019-001-01",1,11,1,,,2,,"MAHINDI",1,2,1,0,,,2,1,3000,9,1,1,6,2,3,,,,,,,,,,,,
"36-05-18-27","3019-001-01",2,11,2,2,1,2,,"SIDIKO",1,4,1,0,,,4,1,48000,4,1,1,6,2,3,,,,,,,,,,,,
"50-53-97-99","3035-001-01",1,11,1,,,2,,"70",3,70,1,70,1,3,0,,,,,2,,1,,4,2,,3,2,1,,,3024,1120000,1,6
"50-53-97-99","3035-001-01",2,11,1,,,2,,"SITUKA",3,60,1,60,1,3,0,,,,,2,,1,,6,2,,2,2,1,,,2700,1000000,1,6
"35-05-63-48","3037-001-01",1,11,1,,,2,,"SEEDCO",3,10,1,10,1,3,0,,,,,2,,1,,5,2,,2,1,1,,,600,180000,1,
"39-50-51-32","3038-001-01",1,11,2,1,1,2,,"SIDIKO",1,16,1,0,,,16,2,96000,5,2,2,,1,,2,1,1,1,2,1,,,2000,1000000,1,
"39-50-51-32","3038-001-01",2,13,1,,,2,,"MWEKUNDU",2,15,1,15,1,2,0,,,,,2,,1,,1,1,1,1,2,1,,,500,200000,1,
"39-50-51-32","3038-001-01",3,13,2,1,1,2,,"MWEKUNDU",2,15,1,15,1,2,0,,,,,2,,1,,0.7,1,1,2,2,1,,,400,160000,1,
"39-50-51-32","3038-001-01",4,13,2,3,1,2,,"MWEKUNDU",2,30,1,30,1,2,0,,,,,2,,1,,2,1,1,1,2,1,,,2000,800000,1,
"39-36-43-12","3040-001-01",2,11,2,2,1,1,1,"MAHINDI",2,5,1,5,1,2,0,,,,,1,6,1,,4,2,,2,2,1,,,270,150000,1,2
"39-36-43-12","3040-001-01",2,50,2,1,1,1,2,"PAMBA",1,2,1,0,,,2,1,1600,21,1,1,6,1,,2,1,2,1,1,1,,,40,97500,1,2
"72-68-04-92","3042-001-01",1,11,1,,,2,,"KIENYEJI",2,20,1,20,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"38-77-98-46","3071-001-01",4,11,2,2,1,1,2,"SEED",1,8,1,0,,,8,1,48000,16,2,2,,1,,1.5,1,2,2,3,1,,,480,240000,1,
"38-77-98-46","3071-001-01",5,11,1,,,2,,"DK",1,26,1,0,,,26,1,156000,16,2,1,6,1,,8,1,2,3,4,1,,,4200,2100000,1,
"96-10-29-26","3074-001-01",1,11,1,,,1,2,"SITUKA",1,2,1,0,,,2,1,8000,9,2,2,,1,,1,2,,3,3,1,,,126,70000,1,
