"interview__key","y5_hhid","cropid","ag7b_02","ag7b_03","ag7b_04","ag7b_05_1","ag7b_05_2","ag7b_06_1","ag7b_06_2","ag7b_07_1a","ag7b_07_1b","ag7b_07_2a","ag7b_07_2b","ag7b_08","ag7b_09","ag7b_10","ag7b_11","ag7b_12","ag7b_13","ag7b_14","ag7b_15","ag7b_16","ag7b_17","ag7b_18","ag7b_19","ag7b_20","ag7b_21"
"38-66-19-41","2560-001-01",60,1,300,38000,2,,2,,4,1,4,1,2,,,,,2,,,,450,0,0,0,0
"38-66-19-41","2560-001-01",63,1,330,90000,2,,2,,9,1,9,1,2,,,,,2,,,,800,0,0,0,0
"38-66-19-41","2560-001-01",302,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"38-66-19-41","2560-001-01",305,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
"87-80-88-84","2577-001-01",21,1,120,36000,1,2,1,2,4,1,4,1,1,120,4,2,,2,,,,360,0,0,0,0
"31-12-34-48","2578-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,42,0,0,0,0
"57-34-90-34","2579-001-01",21,1,300,300000,1,2,1,2,16,1,16,1,1,300,6,2,,2,,,,300,0,0,0,0
"03-51-31-80","2580-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"19-69-36-16","2582-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"81-90-64-93","2582-001-02",21,1,1000,300000,1,,1,,9,6,9,6,2,,,,,2,,,,500,0,0,0,0
"52-35-01-10","2583-001-01",21,1,60,26000,1,,1,,2,1,2,1,2,,,,,2,,,,900,0,0,0,0
"03-81-40-04","2598-001-01",53,1,25,25000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"71-80-87-22","2599-001-01",21,1,200,50000,1,,1,,2,1,2,1,2,,,,,2,,,,30,0,0,0,0
"96-72-67-95","2601-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,144,0,0,0,0
"96-72-67-95","2601-001-01",305,2,,,,,,,,,,,2,,,,,2,,,,1500,0,0,0,0
"47-47-77-47","2618-001-01",57,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"47-47-77-47","2618-001-01",303,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"61-66-70-26","2634-001-01",304,2,,,,,,,,,,,2,,,,,2,,,,1000,0,0,0,0
"61-66-70-26","2634-001-01",998,1,18500,16950000,1,2,1,2,9,1,9,1,2,,,,,2,,,,10,0,0,10,0
"01-89-35-76","2640-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,0,0
"01-89-35-76","2640-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,0,180,0,0,0
"47-19-86-88","2672-001-02",54,1,18,20000,2,,2,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"50-32-82-32","2673-001-01",304,2,,,,,,,,,,,1,500,6,2,,2,,,,1500,0,0,0,0
"47-00-46-32","2692-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"86-49-59-31","2695-001-01",21,1,20,20000,2,,2,,2,1,1,1,2,,,,,2,,,,50,0,0,0,0
"22-68-13-62","2749-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,175,0,0,200,0
"43-96-69-25","2750-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,320,0
"43-96-69-25","2750-001-03",66,1,350,800000,1,,1,,20,3,20,2,2,,,,,2,,,,5,0,5,0,0
"27-89-89-48","2751-001-02",45,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,60,0
"66-44-70-13","2754-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,85,0,0,40,0
"19-29-52-87","2755-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,60,0
"19-29-52-87","2755-001-01",66,1,200,1600000,1,4,1,4,21,3,21,3,2,,,,,2,,,,20,0,0,20,0
"88-64-17-46","2786-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,50,0
"64-39-68-45","2787-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"37-86-68-69","2788-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,80,0
"67-86-73-42","2789-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,160,0
"54-74-73-73","2790-001-01",21,1,250,50000,1,,1,,9,2,4,1,2,,,,,2,,,,150,0,0,100,0
"80-39-16-43","2790-001-04",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,100,0
"85-92-14-25","2791-001-01",21,2,,,,,,,,,,,1,100,1,2,,2,,,,30,0,0,0,0
"90-59-38-22","2792-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,4000,0,0,0,0
"90-59-38-22","2792-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"44-64-21-26","2793-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,80,0
"37-60-26-94","2805-001-01",21,1,150,50000,1,,1,,9,4,3,1,2,,,,,2,,,,25,0,0,25,0
"37-58-50-61","2810-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,0,0,150,300,0
"42-67-05-59","2811-001-01",21,1,170,65000,1,,1,,9,4,2,2,2,,,,,2,,,,20,0,0,10,0
"57-13-03-72","2829-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,50,0
"13-39-33-84","2833-001-01",21,1,150,120000,1,,1,,2,1,2,1,2,,,,,2,,,,30,0,0,20,0
"28-25-83-47","2850-001-01",21,1,20,20000,1,,1,,2,1,2,1,2,,,,,2,,,,90,0,0,40,0
"28-25-83-47","2850-001-01",34,1,140,170000,1,,1,,9,1,9,1,2,,,,,2,,,,30,0,0,0,0
"28-25-83-47","2850-001-01",46,1,130,260000,1,,1,,21,1,21,1,2,,,,,2,,,,20,0,0,0,0
"48-32-03-05","2866-001-02",45,2,,,,,,,,,,,2,,,,,2,,,,43,0,0,0,0
"49-04-68-35","2867-001-01",46,1,25,42500,1,2,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"19-24-76-44","2868-001-02",46,1,220,440000,1,,1,,5,2,5,2,2,,,,,2,,,,15,0,0,5,0
"70-30-87-90","2881-001-01",46,1,120,300000,1,,1,,7,2,7,2,2,,,,,2,,,,30,0,0,0,0
"22-11-88-24","2886-001-01",45,1,13600,20000,1,2,1,2,2,1,2,1,2,,,,,2,,,,27200,0,0,0,0
"22-11-88-24","2886-001-01",46,1,240,312000,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"05-21-43-64","2892-001-01",46,1,290,580000,1,,1,,7,1,7,1,2,,,,,2,,,,0,0,0,0,0
"30-79-15-05","2892-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,0,0
"30-79-15-05","2892-001-03",45,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,4,0
"30-79-15-05","2892-001-03",46,1,10,13000,1,2,1,2,9,1,9,1,2,,,,,2,,,,2,0,0,0,0
"11-84-43-78","2901-001-01",34,2,,,,,,,,,,,1,10,5,2,,2,,,,35,10,0,0,0
"11-84-43-78","2901-001-01",46,1,80,144000,1,2,1,2,4,1,4,1,2,,,,,2,,,,20,0,0,0,0
"84-67-69-89","2902-001-01",46,1,40,80000,1,2,1,2,2,1,2,1,2,,,,,2,,,,5,0,0,0,0
"42-64-34-58","2903-001-01",46,1,537,716900,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"66-74-34-22","2904-001-01",34,1,80,162000,1,,1,,9,3,5,1,2,,,,,2,,,,10,0,0,0,0
"45-99-60-94","2905-001-01",34,1,81,145800,1,,1,,5,1,9,3,2,,,,,2,,,,4,0,0,0,0
"42-59-87-53","2919-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"51-20-76-34","2920-001-01",46,1,120,200000,1,2,1,2,7,1,7,1,2,,,,,2,,,,4,0,0,6,0
"82-14-02-37","2921-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,110,0,0,25,0
"82-14-02-37","2921-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,55,0,0,10,0
"82-14-02-37","2921-001-01",46,1,11820,21600000,1,,1,,5,1,5,1,2,,,,,2,,,,140,0,0,0,0
"39-25-98-64","2923-001-01",46,1,1150,2400000,1,,1,,5,2,5,2,2,,,,,2,,,,50,0,0,0,0
"77-63-97-98","2924-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"77-63-97-98","2924-001-02",46,1,5000,8100000,3,4,3,4,5,1,5,2,2,,,,,2,,,,0,0,0,0,0
"75-26-16-45","2925-001-01",46,1,600,1300000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"03-82-32-10","2925-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,97,0,0,0,0
"03-82-32-10","2925-001-02",46,1,1020,2295000,1,2,1,2,6,1,6,1,1,17,4,2,,2,,,,0,0,0,0,0
"47-73-88-65","2926-001-01",46,1,2040,4080000,1,,1,,7,1,7,1,2,,,,,2,,,,0,0,0,0,0
"34-70-67-06","2960-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"08-98-55-43","2963-001-01",303,2,,,,,,,,,,,2,,,,,2,,,,0,0,0,0,500
"68-23-21-38","3056-001-04",21,2,,,,,,,,,,,1,10,4,2,,2,,,,40,0,0,20,0
"78-10-18-94","3056-001-05",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,30,0
"04-23-29-78","3058-001-01",21,1,140,60000,1,,1,,4,1,5,1,1,140,4,2,,2,,,,420,0,0,0,0
"96-10-29-26","3074-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"01-31-69-05","3093-001-01",304,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"66-31-98-44","3095-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,260,0,0,0,0
"13-23-04-15","3112-001-01",21,2,,,,,,,,,,,1,50,6,2,,2,,,,250,0,0,0,0
"81-00-58-34","3166-001-01",56,1,10,50000,1,,1,,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"29-45-42-37","3167-001-01",56,1,200,160000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"42-00-78-10","3168-001-01",56,1,25,85000,1,,1,,4,1,4,1,2,,,,,2,,,,16,0,0,4,0
"44-11-82-58","3168-001-03",56,1,20,70000,1,2,1,2,16,1,16,1,2,,,,,2,,,,0,0,0,0,0
"84-02-93-51","3172-001-01",56,1,5,50000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"02-50-88-11","3185-001-01",54,1,660,2640000,1,2,1,2,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"02-50-88-11","3185-001-01",61,1,840,3150000,1,2,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"76-50-08-94","3186-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,50,0
"78-32-84-41","3187-001-01",54,1,25,25000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"76-44-53-44","3188-001-01",54,1,60,100000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"51-34-40-93","3190-001-01",54,1,350,1225000,1,2,1,2,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"51-34-40-93","3190-001-01",61,1,40,120000,1,2,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"51-34-40-93","3190-001-01",304,1,30000,875000,1,2,1,2,9,3,9,3,2,,,,,2,,,,0,0,0,0,0
"71-65-11-52","3192-001-01",54,1,58,216000,1,2,1,2,9,5,9,5,2,,,,,2,,,,0,0,0,0,0
"71-65-11-52","3192-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"71-65-11-52","3192-001-01",302,2,,,,,,,,,,,1,15,6,2,,2,,,,0,0,0,0,0
"69-32-86-52","3204-001-01",54,1,20,100000,1,2,1,2,7,1,7,1,2,,,,,2,,,,0,0,0,0,0
"96-05-32-13","3205-001-01",54,1,80,400000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"16-27-36-48","3341-001-05",45,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"86-53-85-03","3356-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,50,0
"90-79-01-95","3360-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"62-47-91-69","3377-001-03",45,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,10,0
"19-86-31-29","3385-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,150,0
"22-32-62-13","3437-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"59-20-56-74","3478-001-01",45,1,28,28000,1,,1,,2,1,2,1,2,,,,,2,,,,42,0,0,0,0
"40-03-22-64","3489-001-04",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,50,0
"57-73-74-66","3496-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,7,4,0,3,0
"56-39-47-01","3511-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,0,0
"19-39-89-59","3549-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,20,0
"74-75-91-79","3553-001-03",45,2,,,,,,,,,,,2,,,,,2,,,,175,0,0,35,0
"32-17-78-07","3586-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,100,0
"32-17-78-07","3586-001-01",46,1,480,1200000,1,2,1,2,9,1,9,1,2,,,,,2,,,,15,0,0,5,0
"20-25-86-31","3586-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"20-25-86-31","3586-001-02",34,1,25,30000,1,2,1,2,9,3,9,3,2,,,,,2,,,,5,0,0,0,0
"09-31-93-25","3605-001-01",21,1,200,120000,1,,1,,9,1,9,1,2,,,,,2,,,,50,0,0,0,0
"11-40-56-85","3607-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"21-35-87-24","3627-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"21-35-87-24","3627-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"58-58-82-68","3643-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"58-58-82-68","3643-001-01",64,1,300,3000000,1,,1,,9,4,9,4,2,,,,,2,,,,0,0,0,0,0
"08-34-40-96","3644-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,500,0,0,200,0
"08-34-40-96","3644-001-01",64,1,80,88000,1,2,1,2,16,1,16,1,2,,,,,2,,,,0,0,0,0,0
"08-34-40-96","3644-001-01",304,1,300,100000,1,,1,,16,1,16,1,2,,,,,2,,,,0,0,0,0,0
"48-70-78-56","3645-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,0,0
"48-70-78-56","3645-001-01",61,1,11,220000,1,4,1,4,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"48-70-78-56","3645-001-01",64,1,30,60000,1,4,1,4,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"37-00-59-02","3662-001-01",34,1,30,60000,1,2,1,2,2,1,2,1,2,,,,,2,,,,25,1,0,4,0
"57-29-56-03","3663-001-01",57,2,,,,,,,,,,,2,,,,,2,,,,37,0,0,0,0
"33-22-49-70","3667-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"97-63-96-06","3667-001-03",46,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"99-07-17-06","3702-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"24-81-45-05","3719-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,20,0
"84-70-04-13","3720-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,2700,0,0,0,0
"84-70-04-13","3720-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,165,0,0,0,0
"67-16-45-78","3721-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"46-79-04-89","3722-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"94-01-95-71","3723-001-01",304,1,1000,40000,1,2,1,2,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"44-69-31-70","3724-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"26-58-05-33","3737-001-01",46,1,100,150000,1,,1,,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"69-36-36-13","3739-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,0,0
"98-58-55-76","3740-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,475000,0,0,0,0
"98-58-55-76","3740-001-01",46,1,85,200000,1,,1,2,5,1,5,1,2,,,,,2,,,,13,0,0,2,0
"11-59-39-51","3741-001-01",46,1,70,144200,1,,1,,7,2,7,2,2,,,,,1,4,2,41000,10,0,0,0,0
"19-82-60-37","3742-001-01",46,1,340,680000,2,,2,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"78-14-25-28","3743-001-01",46,1,10,50000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"07-04-66-24","3755-001-01",45,1,50,40000,1,,1,,4,3,4,3,2,,,,,2,,,,0,0,0,0,0
"07-04-66-24","3755-001-01",46,1,70,161000,1,,1,,5,1,4,1,2,,,,,2,,,,0,0,0,0,0
"17-54-53-53","3758-001-01",45,1,250,90000,1,2,1,2,16,1,16,1,2,,,,,2,,,,50,0,0,0,0
"17-54-53-53","3758-001-01",46,1,104,208000,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"51-47-84-02","3759-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,125,50,0
"37-54-54-33","3774-001-01",46,1,400,800000,1,2,1,2,6,1,6,1,2,,,,,2,,,,5,0,0,0,0
"53-91-81-33","3775-001-01",46,1,300,660000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"68-35-57-41","3776-001-01",46,1,85,182750,1,2,1,,7,2,7,2,2,,,,,1,2,5,1500000,10,1,0,50,0
"39-38-87-53","3777-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"39-38-87-53","3777-001-01",46,1,319,669900,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"83-42-86-52","3778-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,0,0,0,0,0
"59-87-34-75","3778-001-02",46,1,200,400000,1,,1,,21,1,21,1,2,,,,,2,,,,0,0,0,0,0
"29-01-39-99","3779-001-02",46,1,500,1000000,2,,2,,5,1,5,1,2,,,,,2,,,,100,0,0,0,0
"80-65-61-38","3780-001-01",46,1,200,600000,1,,1,,6,2,6,2,2,,,,,2,,,,10,0,0,5,0
"85-97-80-16","3781-001-01",46,1,220,330000,1,2,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"85-38-17-70","3793-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,500,0,0,100,0
"85-38-17-70","3793-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"81-77-97-81","3794-001-01",46,1,100,200000,1,2,1,2,2,1,2,1,2,,,,,2,,,,15,0,0,5,0
"33-23-93-77","3795-001-01",46,1,100,160000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"73-13-17-31","3796-001-01",21,2,,,,,,,,,,,1,83,4,2,,2,,,,64,0,0,0,0
"76-50-20-66","3797-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"43-76-27-97","3797-001-04",46,1,70,140000,1,2,1,2,9,1,9,1,2,,,,,2,,,,10,0,0,10,0
"53-62-39-02","3798-001-01",34,1,65,130000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"56-68-24-88","3799-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"56-68-24-88","3799-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"56-68-24-88","3799-001-01",46,1,194,312000,1,,1,,5,1,5,1,2,,,,,2,,,,20,0,0,0,0
"70-70-60-49","3800-001-01",46,1,130,299000,1,2,1,2,9,1,9,1,2,,,,,2,,,,20,0,0,0,0
"87-57-04-48","3812-001-01",21,1,120,80000,1,2,1,2,4,1,4,1,2,,,,,2,,,,180,0,0,0,0
"87-57-04-48","3812-001-01",46,1,100,150000,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"13-50-39-65","3814-001-01",46,1,80,120000,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"70-77-45-25","3815-001-01",45,1,238,153000,1,,1,,20,2,20,2,2,,,,,2,,,,18,0,0,0,0
"70-77-45-25","3815-001-01",46,1,438,963600,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"72-20-59-33","3817-001-02",46,1,300,450000,1,2,1,2,5,1,5,1,2,,,,,2,,,,15,0,0,0,0
"65-91-88-24","3818-001-01",21,2,,,,,,,,,,,1,40,1,2,,2,,,,60,0,0,20,0
"71-79-67-82","3831-001-01",21,1,50,100000,1,,1,,9,2,9,1,2,,,,,2,,,,150,0,0,0,0
"71-79-67-82","3831-001-01",46,1,320,176000,1,,1,,5,1,5,1,2,,,,,2,,,,130,0,0,0,0
"71-74-59-74","3831-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"71-74-59-74","3831-001-02",46,1,424,975200,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"25-94-82-15","3832-001-01",46,1,300,690000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"77-32-67-80","3833-001-01",46,1,600,1800000,1,,1,,7,1,7,1,2,,,,,2,,,,50,0,0,0,0
"15-35-28-35","3833-001-05",21,2,,,,,,,,,,,2,,,,,2,,,,250,0,0,50,0
"15-35-28-35","3833-001-05",46,1,370,1110000,1,,1,2,7,2,7,2,2,,,,,2,,,,30,0,0,0,0
"37-71-99-36","3834-001-01",46,1,178,220000,1,,1,,9,1,9,1,2,,,,,2,,,,28,0,0,0,0
"54-43-79-14","3834-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"48-62-80-16","3835-001-01",46,1,70,100000,1,,1,,2,2,2,2,2,,,,,2,,,,0,0,0,0,0
"17-92-85-18","3836-001-01",46,1,600,1250000,1,2,1,2,4,1,4,1,2,,,,,1,1,2,58000,2,0,0,0,0
"09-79-49-52","3838-001-01",46,1,800,1200000,1,2,1,2,7,2,7,2,2,,,,,2,,,,0,0,0,0,0
"09-77-56-91","3850-001-01",46,1,600,1290000,1,2,1,,7,1,7,1,2,,,,,2,,,,50,0,0,30,0
"18-86-63-89","3851-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"18-86-63-89","3851-001-02",46,1,100,210000,2,,2,,9,3,9,3,2,,,,,2,,,,10,0,0,0,0
"83-95-24-14","3852-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"83-95-24-14","3852-001-01",46,1,300,648000,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"22-52-97-75","3854-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,40,0
"22-52-97-75","3854-001-01",46,1,320,704000,1,2,1,2,4,1,5,1,2,,,,,2,,,,20,0,0,0,0
"83-08-74-84","3855-001-02",46,1,100,130000,1,,1,,7,1,7,1,2,,,,,2,,,,0,0,10,0,0
"95-93-01-71","3856-001-01",46,1,75,150000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"72-66-88-88","3859-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"72-66-88-88","3859-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"72-66-88-88","3859-001-01",46,1,180,450000,4,,4,,7,2,7,2,1,5,4,2,,2,,,,15,0,0,0,0
"84-24-16-37","3869-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,190,0,0,10,0
"77-48-36-64","3870-001-01",46,1,320,640000,1,2,1,2,7,1,7,1,2,,,,,2,,,,0,0,0,0,0
"38-68-55-54","3871-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"38-68-55-54","3871-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"88-98-35-96","3872-001-01",46,1,80,120000,1,,1,,11,1,11,1,2,,,,,2,,,,0,0,0,0,0
"64-66-80-40","3872-001-03",46,1,280,616000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"04-39-66-83","3874-001-01",46,1,120,264000,1,,1,,6,1,6,1,2,,,,,2,,,,30,0,0,0,0
"01-05-27-43","3875-001-01",46,1,300,750000,1,,1,,7,1,7,1,2,,,,,2,,,,20,0,0,0,0
"36-72-56-75","3876-001-02",46,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"95-35-64-97","3889-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"95-35-64-97","3889-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,16,0,0,0,0
"95-35-64-97","3889-001-01",46,1,77,184000,1,2,1,2,6,1,6,1,2,,,,,2,,,,3,0,0,0,0
"18-23-18-31","3889-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,294,0,0,40,0
"18-23-18-31","3889-001-02",34,1,130,120000,2,6,2,6,4,3,9,3,1,1,1,1,1,2,,,,16,0,0,1,0
"18-23-18-31","3889-001-02",45,2,,,,,,,,,,,2,,,,,2,,,,21,0,0,5,0
"18-23-18-31","3889-001-02",46,1,311,756000,2,6,2,6,10,3,4,3,2,,,,,2,,,,3,0,0,0,0
"66-99-22-63","3890-001-01",46,1,807,2138550,1,2,1,2,6,1,6,1,2,,,,,2,,,,10,0,0,0,0
"47-80-77-24","3891-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,228,0,0,0,0
"47-80-77-24","3891-001-01",46,1,330,759000,1,2,1,2,5,2,5,2,2,,,,,2,,,,0,0,0,0,0
"23-60-48-43","3892-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,230,0,0,140,0
"23-60-48-43","3892-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,55,0,0,6,0
"69-11-38-35","3893-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,250,0,0,50,0
"69-11-38-35","3893-001-01",34,1,50,35000,1,2,1,2,2,1,2,1,1,10,4,2,,2,,,,35,0,0,5,0
"69-11-38-35","3893-001-01",46,1,651,1723000,1,2,1,2,5,1,4,1,2,,,,,2,,,,65,0,0,58,0
"88-69-14-99","3894-001-01",46,1,22,52800,1,2,1,2,9,1,9,1,2,,,,,2,,,,2,0,0,0,0
"54-17-82-96","3895-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"54-17-82-96","3895-001-01",46,1,240,552000,1,2,1,2,5,1,5,1,2,,,,,2,,,,10,0,0,10,0
"77-50-25-33","3907-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,2,0
"65-31-91-12","3909-001-01",46,1,1000,2100000,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"55-64-94-92","3910-001-01",46,1,200,900000,1,2,1,2,7,1,7,1,2,,,,,2,,,,12,0,0,8,0
"72-80-89-54","3945-001-01",21,2,,,,,,,,,,,1,60,4,2,,2,,,,20,0,0,0,0
"89-86-06-24","3946-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
