"interview__key","y5_hhid","cropid","ag5a_01","ag5a_02","ag5a_03","ag5a_04_1","ag5a_04_2","ag5a_05","ag5a_06","ag5a_07_1","ag5a_07_2","ag5a_08","ag5a_09_1","ag5a_09_2","ag5a_10_1","ag5a_10_2","ag5a_11a","ag5a_11_1","ag5a_11_2","ag5a_12","ag5a_13","ag5a_14_1","ag5a_14_2","ag5a_15","ag5a_16_1","ag5a_16_2","ag5a_17_1","ag5a_17_2","ag5a_18","ag5a_19","ag5a_20","ag5a_21","ag5a_22","ag5a_23","ag5a_24","ag5a_25","ag5a_26","ag5a_27","ag5a_28","ag5a_29","ag5a_30","ag5a_31","ag5a_32","ag5a_32a","ag5a_32b","ag5a_32c","ag5a_32d","ag5a_32e","ag5a_33","ag5a_34","ag5a_35","ag5a_36_1a","ag5a_36_1b","ag5a_36_2a","ag5a_36_2b"
"37-54-54-33","3774-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"37-54-54-33","3774-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"53-91-81-33","3775-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,250,0,0,0,0,4,,,,,,
"68-35-57-41","3776-001-01",11,1,10,5000,9,2,10,5000,7,2020,2,1,2,1,,2,,,,,,,,,,,,2,,,,,1,4,4,1,1,3,2,,,,300,4,8,0,0,2,,,,,,
"68-35-57-41","3776-001-01",34,1,8,4000,9,2,8,4000,10,2020,1,1,2,1,,2,,,,,,,,,,,,2,,,,,1,6,8,1,1,3,2,,,,3,6,0,0,0,2,,,,,,
"68-35-57-41","3776-001-01",36,1,100,200000,9,2,100,200000,8,2020,1,1,2,1,,2,,,,,,,,,,,,2,,,,,1,80,4,2,,3,2,,,,20,80,8,0,0,2,,,,,,
"68-35-57-41","3776-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,8,2,,3,2,,,,20,20,3,0,0,2,,,,,,
"39-38-87-53","3777-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,51,0,0,0,0,3,,,,,,
"39-38-87-53","3777-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"39-38-87-53","3777-001-01",42,1,720,1080000,5,5,720,1080000,6,2020,7,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,45,0,0,0,3,,,,,,
"39-38-87-53","3777-001-01",92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,40,0,0,0,0,2,,,,,,
"39-38-87-53","3777-001-01",95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,2,0,0,0,0,2,,,,,,
"39-38-87-53","3777-001-01",100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,5,0,0,0,0,2,,,,,,
"83-42-86-52","3778-001-01",998,1,270,540000,5,1,270,540000,11,2019,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,1,,,,,,
"59-87-34-75","3778-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,450,6,0,0,0,2,,,,,,
"59-87-34-75","3778-001-02",13,1,75,150000,2,1,75,150000,2,2019,2,1,,1,,2,,,,,,,,,,,,2,,,,,1,3,5,1,1,3,2,,,,2,3,0,0,0,2,,,,,,
"29-01-39-99","3779-001-02",998,1,160,320000,5,1,160,320000,11,2019,1,2,,2,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,1,,,,,,
"85-97-80-16","3781-001-01",11,1,324,180000,9,4,324,180000,8,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,412,0,0,20,0,2,,,,,,
"85-97-80-16","3781-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"85-97-80-16","3781-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,1,1,3,2,,,,29,0,0,0,0,2,,,,,,
"45-90-10-23","3781-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,220,0,0,0,0,2,,,,,,
"45-90-10-23","3781-001-02",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,25,0,0,15,0,2,,,,,,
"45-90-10-23","3781-001-02",36,1,40,80000,9,1,40,80000,9,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,23,0,0,0,0,2,,,,,,
"85-38-17-70","3793-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,40000,360,0,0,70,0,3,,,,,,
"85-38-17-70","3793-001-01",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,10,0,0,0,0,3,,,,,,
"81-77-97-81","3794-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,100,0,0,0,0,2,,,,,,
"81-77-97-81","3794-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"97-69-40-90","3794-001-04",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,4,1,1,1,2,,,,200,0,0,100,0,2,,,,,,
"97-69-40-90","3794-001-04",33,1,160,192000,4,1,160,192000,3,2020,1,1,2,1,2,2,,,,,,,,,,,,1,13,1,2,0,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"97-69-40-90","3794-001-04",34,1,300,330000,9,1,300,330000,8,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,20,4,2,,1,2,,,,40,0,0,0,0,2,,,,,,
"97-69-40-90","3794-001-04",42,1,45,72000,9,1,45,72000,6,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,10,5,0,0,0,2,,,,,,
"33-23-93-77","3795-001-01",11,1,600,240000,9,3,600,240000,9,2021,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,180,20,0,0,0,1,,,,,,
"73-13-17-31","3796-001-01",11,1,36,12000,2,1,36,12000,7,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,216,5,1,1,1,1,3,1,10000,262,36,0,0,0,5,,,,,,
"73-13-17-31","3796-001-01",34,1,72,93600,2,1,72,93600,8,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,18,5,2,,1,2,,,,67,5,0,0,0,2,,,,,,
"76-50-20-66","3797-001-01",11,1,1120,336000,20,1,1120,336000,8,2021,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,300,4,2,,1,2,,,,200,0,0,0,0,2,,,,,,
"76-50-20-66","3797-001-01",34,1,300,450000,7,2,300,450000,8,2021,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,80,8,2,,1,2,,,,40,0,0,0,0,2,,,,,,
"76-50-20-66","3797-001-01",42,1,100,240000,7,1,100,240000,7,2021,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"43-76-27-97","3797-001-04",11,1,200,60000,9,2,200,60000,7,2021,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,200,4,1,1,1,2,,,,160,20,0,20,0,2,,,,,,
"43-76-27-97","3797-001-04",33,1,60,180000,9,1,60,180000,3,2021,3,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"43-76-27-97","3797-001-04",34,1,120,150000,9,1,120,150000,7,2021,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,20,4,1,1,3,2,,,,20,20,0,0,0,2,,,,,,
"21-49-44-33","3797-001-06",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,374,0,0,0,0,2,,,,,,
"21-49-44-33","3797-001-06",34,1,14,14000,2,1,14,14000,7,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,14,0,0,0,0,2,,,,,,
"21-49-44-33","3797-001-06",42,1,112,179200,4,1,112,179200,6,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"53-62-39-02","3798-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,280,4,1,1,1,2,,,,20,0,0,45,0,2,,,,,,
"53-62-39-02","3798-001-01",33,1,80,120000,9,1,80,120000,3,2021,1,1,,1,,2,,,,,,,,,,,,1,8,1,6,3000,2,,,,,,2,,,,2,4,0,0,0,2,,,,,,
"72-85-50-42","3798-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70,4,1,1,1,2,,,,230,0,0,25,0,2,,,,,,
"72-85-50-42","3798-001-02",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,5,0,2,,,,,,
"72-85-50-42","3798-001-02",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,4,2,,1,2,,,,90,0,0,15,0,2,,,,,,
"56-68-24-88","3799-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,170,0,0,0,0,3,,,,,,
"56-68-24-88","3799-001-01",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,3,,,,,,
"70-70-60-49","3800-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,290,10,0,0,0,1,,,,,,
"70-70-60-49","3800-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,50,0,0,0,0,1,,,,,,
"87-57-04-48","3812-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,70,0,0,0,0,8,,,,,,
"87-57-04-48","3812-001-01",34,1,100,50000,9,1,100,50000,8,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,80,4,2,,1,2,,,,60,0,0,0,0,8,,,,,,
"13-50-39-65","3814-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,35,0,0,5,0,8,,,,,,
"13-50-39-65","3814-001-01",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,4,0,0,1,0,2,,,,,,
"13-50-39-65","3814-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,18,0,0,0,0,8,,,,,,
"13-50-39-65","3814-001-01",92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,10,0,0,4,0,2,,,,,,
"70-77-45-25","3815-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,160,8,2,,2,2,,,,90,10,0,60,0,2,,,,,,
"47-37-02-61","3817-001-01",12,1,80,112000,4,2,80,112000,8,2020,1,1,5,1,5,2,,,,,,,,,,,,1,9,1,4,15000,2,,,,,,2,,,,70,0,0,90,0,2,,,,,,
"72-20-59-33","3817-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,290,50,0,130,0,2,,,,,,
"72-20-59-33","3817-001-02",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,30,0,0,10,0,2,,,,,,
"65-91-88-24","3818-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,250,0,0,0,0,2,,,,,,
"71-79-67-82","3831-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,130,0,0,15,0,3,,,,,,
"71-79-67-82","3831-001-01",33,1,120,84000,9,2,120,84000,4,2019,2,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,10,0,0,0,0,3,,,,,,
"71-79-67-82","3831-001-01",998,1,45,100000,2,1,45,100000,8,2020,5,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,55,0,0,0,0,3,,,,,,
"71-74-59-74","3831-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,130,0,0,0,0,3,,,,,,
"71-74-59-74","3831-001-02",33,1,122,122000,9,2,122,122000,5,2019,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,3,,,,,,
"71-74-59-74","3831-001-02",34,1,52,26000,9,2,52,26000,7,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,8,,,,,,
"71-74-59-74","3831-001-02",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,3,,,,,,
"71-74-59-74","3831-001-02",95,1,361,190000,9,2,361,190000,3,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,76,0,0,57,0,3,,,,,,
"25-94-82-15","3832-001-01",11,1,100,80000,9,2,100,80000,8,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,1,1,3,24000,60,10,0,0,0,5,,,,,,
"25-94-82-15","3832-001-01",33,1,100,120000,5,1,100,120000,6,2020,1,1,,1,,2,,,,,,,,,,,,1,2,1,6,2000,2,,,,,,2,,,,0,0,0,0,0,5,,,,,,
"25-94-82-15","3832-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,30,1,0,9,0,2,,,,,,
"77-32-67-80","3833-001-01",11,1,600,480000,9,1,600,480000,9,2020,3,1,,1,6,2,,,,,,,,,,,,2,,,,,1,150,4,1,1,1,1,3,1,10000,170,0,0,200,10,2,,,,,,
"77-32-67-80","3833-001-01",33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,4,2,,1,2,,,,39,1,0,10,0,2,,,,,,
"15-35-28-35","3833-001-05",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,350,4,1,1,1,2,,,,300,0,0,150,50,2,,,,,,
"15-35-28-35","3833-001-05",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,100,2,0,18,0,2,,,,,,
"15-35-28-35","3833-001-05",43,1,150,420000,4,2,150,420000,8,2020,2,1,,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,50,20,0,30,0,2,,,,,,
"15-35-28-35","3833-001-05",92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,100,0,0,0,0,2,,,,,,
"15-35-28-35","3833-001-05",95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,80,0,0,20,0,2,,,,,,
"37-71-99-36","3834-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,90,10,0,0,0,2,,,,,,
"37-71-99-36","3834-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"37-71-99-36","3834-001-01",42,1,45,65000,16,1,20,65000,9,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"54-43-79-14","3834-001-02",11,1,40,14000,4,1,40,14000,8,2020,1,1,,1,,2,,,,,,,,,,,,1,1,1,2,0,2,,,,,,2,,,,80,0,0,20,0,2,,,,,,
"54-43-79-14","3834-001-02",34,1,35,17500,6,1,35,17500,8,2020,1,1,,1,,2,,,,,,,,,,,,1,1,1,2,0,2,,,,,,2,,,,137,0,0,8,0,2,,,,,,
"54-43-79-14","3834-001-02",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,25,0,0,5,0,2,,,,,,
"48-62-80-16","3835-001-01",998,1,70,100000,2,2,70,100000,10,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,1,,,,,,
"17-92-85-18","3836-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,2,10000,51,10,0,4,5,2,,,,,,
"17-92-85-18","3836-001-01",33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,6,0,0,0,0,2,,,,,,
"17-92-85-18","3836-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,5,1,0,0,0,2,,,,,,
"17-92-85-18","3836-001-01",92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,1,0,2,0,1,,,,,,
"85-03-08-42","3837-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,2,,,,,,
"85-03-08-42","3837-001-01",998,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,30,0,0,0,0,2,,,,,,
"09-79-49-52","3838-001-01",11,1,90,40000,9,1,90,40000,10,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,162,0,0,0,0,2,,,,,,
"09-77-56-91","3850-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,115,5,0,0,0,2,,,,,,
"09-77-56-91","3850-001-01",36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,24,6,0,0,0,2,,,,,,
"09-77-56-91","3850-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,7,5,0,0,0,2,,,,,,
"18-86-63-89","3851-001-02",36,1,30,45000,16,1,30,45000,7,2020,2,2,,2,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,15,0,0,0,0,2,,,,,,
"18-86-63-89","3851-001-02",43,1,20,40000,16,1,20,40000,6,2020,1,2,,2,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"83-95-24-14","3852-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,124,6,20,0,0,3,,,,,,
"83-95-24-14","3852-001-01",36,1,80,40000,9,1,30,15000,6,2020,7,1,2,1,2,1,2,1,50,25000,11,2020,5,1,2,1,2,2,,,,,2,,,,,,2,,,,80,20,0,0,0,3,,,,,,
"83-95-24-14","3852-001-01",43,1,100,150000,9,1,50,75000,5,2020,4,1,2,1,2,1,2,1,50,75000,11,2020,6,1,2,1,2,2,,,,,2,,,,,,2,,,,10,10,0,0,0,3,,,,,,
"22-52-97-75","3854-001-01",94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,30,1,0,8,0,2,,,,,,
"83-08-74-84","3855-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,46,0,0,0,0,8,,,,,,
"83-08-74-84","3855-001-02",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,43,0,0,2,0,8,,,,,,
"95-93-01-71","3856-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,8,1,0,0,0,2,,,,,,
"72-66-88-88","3859-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,1,7000,170,20,0,0,0,2,,,,,,
"72-66-88-88","3859-001-01",36,1,6,12000,9,2,6,12,7,2020,1,4,,4,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,30,6,0,0,0,2,,,,,,
"72-66-88-88","3859-001-01",43,1,15,45000,9,2,15,45000,7,2020,1,4,,4,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,30,0,0,1,0,2,,,,,,
"84-24-16-37","3869-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,45,3,0,0,0,2,,,,,,
"84-24-16-37","3869-001-01",33,1,17,25000,4,2,14,22000,4,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,3,1,2,,3,2,,,,0,3,0,0,0,2,,,,,,
"84-24-16-37","3869-001-01",42,1,10,15000,4,2,10,15000,6,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"77-48-36-64","3870-001-01",11,1,126,84000,9,2,126,84000,10,2020,1,2,,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,306,0,0,72,0,2,,,,,,
"38-68-55-54","3871-001-01",11,1,10,5000,2,1,10,5000,8,2020,3,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,52,0,0,0,0,8,,,,,,
"38-68-55-54","3871-001-01",33,1,24,36000,9,2,24,36000,7,2020,2,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,8,,,,,,
"38-68-55-54","3871-001-01",34,1,7,7000,9,2,7,7000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,33,0,0,0,0,8,,,,,,
"38-68-55-54","3871-001-01",42,1,21,25200,9,2,21,25200,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,8,,,,,,
"38-68-55-54","3871-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,12,0,0,0,0,8,,,,,,
"71-09-27-79","3871-001-03",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,54,0,0,0,0,2,,,,,,
"88-98-35-96","3872-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,60,7,0,5,0,4,,,,,,
"64-66-80-40","3872-001-03",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80,4,1,1,1,2,,,,270,0,0,0,0,2,,,,,,
"64-66-80-40","3872-001-03",33,1,150,180000,9,1,150,180000,8,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,30,0,0,0,0,2,,,,,,
"04-39-66-83","3874-001-01",11,1,200,80000,16,1,200,80000,10,2020,2,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,200,0,0,0,0,2,,,,,,
"04-39-66-83","3874-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,40,60,0,0,0,2,,,,,,
"01-05-27-43","3875-001-01",11,1,200,140000,9,4,200,140000,10,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,80,1,1,1,1,1,3,1,35000,250,20,0,0,0,2,,,,,,
"04-78-92-48","3876-001-01",42,1,21,25200,4,2,21,25200,6,2020,2,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"04-78-92-48","3876-001-01",43,1,120,30000,4,2,120,30000,6,2020,3,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,137,3,0,40,0,2,,,,,,
"36-72-56-75","3876-001-02",11,1,300,150000,4,2,300,150000,7,2020,3,1,2,1,2,2,,,,,,,,,,,,1,8,3,1,0,2,,,,,,2,,,,160,10,0,30,0,2,,,,,,
"36-72-56-75","3876-001-02",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,98,2,0,0,0,2,,,,,,
"36-72-56-75","3876-001-02",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,22,0,0,0,0,2,,,,,,
"36-72-56-75","3876-001-02",34,1,150,180000,4,2,150,180000,7,2020,2,1,2,1,2,2,,,,,,,,,,,,1,8,1,1,0,2,,,,,,2,,,,132,3,0,15,0,2,,,,,,
"95-35-64-97","3889-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,4,2,,1,2,,,,53,7,0,0,0,2,,,,,,
"95-35-64-97","3889-001-01",34,1,23,29900,9,1,23,29900,7,2021,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,9,4,0,0,0,2,,,,,,
"18-23-18-31","3889-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,144,0,0,0,0,2,,,,,,
"18-23-18-31","3889-001-02",32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,18,0,0,0,0,2,,,,,,
"18-23-18-31","3889-001-02",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,33,0,0,0,0,2,,,,,,
"18-23-18-31","3889-001-02",92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,141,0,0,31,0,2,,,,,,
"66-99-22-63","3890-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,50,0,0,0,0,2,,,,,,
"66-99-22-63","3890-001-01",34,1,180,216000,9,1,180,216000,8,2021,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,10,1,2,,3,2,,,,10,10,0,0,0,2,,,,,,
"66-99-22-63","3890-001-01",36,1,90,54000,9,1,90,54000,8,2021,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"47-80-77-24","3891-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,2,,1,2,,,,115,0,0,0,0,2,,,,,,
"47-80-77-24","3891-001-01",33,1,60,72000,10,3,60,72000,5,2020,1,3,,3,,2,,,,,,,,,,,,1,12,1,6,3000,2,,,,,,2,,,,0,0,0,0,0,8,,,,,,
"23-60-48-43","3892-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,140,0,0,35,0,1,,,,,,
"23-60-48-43","3892-001-01",91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,35,0,0,0,0,2,,,,,,
"97-44-20-97","3892-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,50,0,0,130,0,2,,,,,,
"97-44-20-97","3892-001-02",42,1,92,156400,9,3,92,156400,7,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1,1,0,0,0,2,,,,,,
"69-11-38-35","3893-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,4,2,,1,2,,,,54,0,0,10,0,2,,,,,,
"69-11-38-35","3893-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,90,10,20,16,0,2,,,,,,
"69-11-38-35","3893-001-01",36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,108,4,2,,1,2,,,,54,0,0,43,0,2,,,,,,
"69-11-38-35","3893-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,25,0,0,3,0,2,,,,,,
"88-69-14-99","3894-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,5,1,0,1,0,2,,,,,,
